id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey
556eb3fb0594c6fe848786ea8e18b79a,What workplace employs a large number of writers for a daily publication?,university,newspaper office,factory,advertising firm,advertising company,B
9cf60657061d978df9f668accfdcd26f,"Joe likes to pretend, and he knows that to pretend you need something special.  What is necessary to pretend?",cell phone,have imagination,day dream,think,have fun with,B
a1db8e1cf3c4337df128f81ae1765e16,"My favorite type of entertainment are rollercoasters and ferris wheels, where should I go?",theatre,fairgrounds,friend's house,show,casino,B
881365a6dcfd27bf54d83f825da9adbf,Where can I store this clean fork if I am not presently using it?,in a box,plane,kitchen drawer,table,plate,C
1d1ac24a21733555e8a8266215a4aa2c,Where would you find a passageway that is mainly used by visitors?,building,hotel,cave,house,office,B
e61bba37cc26557351f54045b2568f83,Jerry was entertaining because he had a super sense of humor.  He brought what to many people?,laughter,excitement,like,favors,happiness,A
1cd0aa6628b6e4fa189f9f9ee8c684ae,Hitting what is likely to cause broken glass in a car?,field,bridge,bottom of sea,street,wall,B
5441914eeae49dcf91e4759722c4cce4,Evening began to fall and the woods came to life with different animals that preferred the what?,daytime,night,afternoon,early morning,dawn,B
aa873089450149622a7887ffce67b4ec,When a woman is going to have a baby an ultrasound can be used to find out what?,talk nonsense,boy or girl,cry,begin to talk,learn to speak,B
5f65b1a832e5e784b99594d67d800ac5,Bobby found the lamp beside him when he got up. Where was the lamp?,building,house,store,ocean,bedroom,E
e494a9faca37d884a8abd39d917ad703,"Tickling for a prolonged period of time can cause dizziness and with the spinning, what else can happen?",vomiting,laughing,giggling,nausea,itchiness,D
002f11330579aacc7d4e1ff7a957b1a9,Linda wanted to talk to someone because she knew that she was doing bad stuff and that talking was the first step to doing what?,communicating with others,hurt feelings,changing behavior,dry mouth,communication,C
04fd97d01bb72412e522d518cd781c3d,"When two people are doing the same thing, what do they tend to do?",read stories,compete,help,solve problems,give orders,B
7baed018fd97029ff16dcd42fe21d155,What type of person wants to get in shape?,look attractive,overweight,sex,bowel movements,feel good,B
e69f7f7fccff391fdfa145d37bda63d6,"Billy tried to arise, but he could not stand from bed. He continued to do what?",fall down,lie flat,get down,lay down,sitting down,D
451aca3e8f1e4fb053ba2eecf70b7dd5,"The small dog looked longingly into the warm home and laughing family, what did it want?",own home,cold room,suburb,nursing home,own house,E
bdda81d468adad0abfab0f0aef8f5353,When you drive you may have to stop if someone is doing what?,while driving,check mirrors,walking,stop,passenger,C
f3a9c52ae3dabb54a05360e7a8ca81e8,"He was studying anatomy, he knew that the main artery in his neck provided blood to his what?",own brain,busy city,thruway,hand,neck,A
d66731e20b646f460544341922e3139b,Where would you find a pot that is being used by someone?,toilet,porch,greenhouse,cupboard,restaurant,E
61a5e2379661a97736a7695d6569f0c6,"John kept his right hand on the wall, knowing that it's the simplest way to keep from backtracking.  Where is John?",corner,art show,labyrinth,classroom,prison,C
7b3abdcab99a343361b011373b919c94,What could have an iron in some areas of it but not in other areas?,hematite,linen closet,house,laundry room,chemistry lab,C
9952000c37baa8bdb927d039bad64769,What's a good thing for people to do with other people?,shave their legs,believe in god,use drugs,make friends,stand upright,D
ce962a50fa8190f7de59324820ca2111,"John lives in Texas. If he takes the highway South and doesn't stop, where will he end up next?",oklahoma,developed land,united states,desert,mexico,E
19bc1da06036bc3818c4aa9634dbb913,"The grain-seller needed dry storage, where should he put it?",pantry,storage closet,building,wet,warehouse,E
9161571d68412336178789272c24de36,Where is small knight likely to be found?,fairy tale,castle,middle ages,chess board,doll house,D
547b59bd29f90bdba406cccba0eedabf,"If I am suffering from boredom, and I want to do something with a dictionary, what would help?",do crossword puzzle,see art,give up,grocery shop,play chess,A
cd873aa74bf05ef58c1b9dac2c80c3ed,"The signs went from English to French, they had traveled far along the national highway where?",canada,major cities,africa,united states,atlas,A
5e0bca66da0af9b7578962d4a6af896f,Where would you see someone using a thermometer?,outside,hospital,cabinet,doctor's office,drawer,B
356d57c97b06b8664e28230345d315b4,My company is vertical.  How do I make it more horizontal?,branch out,ship goods,commit crime,change strategies,own resources,A
017024cafd984c091f3c09fed540afaf,What will happen to someone writing a term paper too quickly likely encounter?,headaches,errors,low mark,anxiety,frustration,B
9c7f077385ef287eff12b565ca6411f5,"One might find theirs open, with the letters that had been delivered stolen.",front door,newspaper,post office,package,mail box,E
05cf0eff72e67401c437ca73ac368c45,"Joe was a weasel, but he wasn't the sort who you kept was a pet.  He was the sort that used complex words that carried multiple different meanings.  Where might you find Joe",chicken coop,law firm,classroom,terrarium,museum,B
77884ffb56eb3d4bd66f4d5c0305fc76,When two people are married what would they do to have children?,work together,foster child,make love,agree with each other,shake hands,C
e0150bdf07f14be9590c1445d834484a,What is a person who has become a minimalist hope to achieve?,peaceful sleep,peacefulness,new computer,own house,freedom from want,E
ca090765510c63b0b783aefda575ec1d,"John thought the distance between himself ahd Sally was insurmountable.  But when he opened up to her, he found that they shared something What did they share?",near,proximity,closeness,close,duration,C
9fc1f22e15e7d49a2579c20321160ee9,If you want to buy you must what?,spend money,go shopping,paying,have in mind,a shop,A
ea4612e47e3be9e3e8eb6721804f0577,"The food was packaged for sale, where was it bound?",bathroom,shelf,kitchen,refrigerators,shop,E
6f906b3872bbc2ed654c2108956a9d22,A person who works 14 hours a day will have very little what?,sleep,care about,spare time,know everything,own house,C
55b21cc922389f9515380dea154af76b,"I only like fiction books, why should I read a non-fiction book?",knowledge,been printed new,many words,for fun,cover,A
f8bdfd7151d46484b8c62a94405eb886,James didn't know what drugs he did.  They were being passed around and he just took one.  It was the last time he would go to such a wild what?,school,doctor,concert,university,show,C
1533dc3403bcdb227dec51c94aae7838,If someone has a head they will also have the ability to what?,base,hands,foot,subordinate,point,E
ea9e9b3ebc206b50dad48aef809f99cb,What do dogs get that make them itch?,bones,fleas,bad breath,wagging tails,four legs,B
1f89c2929122a1d75981d85c41df9ca0,"A person is alone in the woods and wounded, what should he do?",amount to nothing,visit relatives,charming,doctor himself,cross street,D
778caa5fab854d7afe3a317bbcc3ac58,John was responsible for the biggest oil spill ever.  It was entirely what?,detestable,enabled,effusive,weird,accidental,E
e79e37bb9fbdb926101e05b8d53d3276,Where is there likely a lot of lint?,pocket,purse,rug,laundromat,beach,D
855c67588c131d984c974b7bb3785382,In a company a chief oversees what people?,aquarium,peon,indian,employee,follower,D
a716bd1e842bfd2af519c2ca62609261,The aboriginal people ended up being displaced by settlers who justified themselves with the fact that the displaced people didn't have a formal system to do what?,fight back,spend time,own home,talk to each other,own land,E
0b4f176e809e98367e36e781aa478112,Man probably invented sports because of its instinctual need to be what?,recreational,competitive,good looking,fun,violent,B
9a670768db0430c53bdf0f56f70f8b6d,An American might hike a mountain north to get to what?,canada,switzerland,orlando,austria,surface of earth,A
375f76c479c4430010e57518aaad1ddf_1,"The knowledge was expensive to get, where was it being gained?",university,book,field,meeting,class,A
bb7cba8495adeb89b611351214ebfca8,"The scientists thought it was an impossibility, but with new evidence there was a chance it was a what?",inevitability,certainty,possibility,possible,possibility,E
1a3ce0396be250fc4a149b830b8fe185,"I was shopping at a car dealership, what did a salesman do?",appear suddenly,bottom out,go downtown,scream,roll over,A
609af4cf50067374c4f265314c9afe8e,"Billy didn't make change for John, in spite of the resolution,  because John used his phone instead of what?",unpleasant,tradition,laptop,stagnation,paper money,E
1a41d604e62dd0a01297181167b2d549,What might having a check up lead to for some people?,pain,good behavior,uncertainty,anxiety,stress,D
b6ad448e17f5ec713810136ca24969df,Where is an apple tree likely found in abundance?,south pole,park,vineyard,farmland,orchid,D
8bb51c131de25e1d940c1849799c7a8d,What contains a ball to help it work efficiently?,football field,bearing,gymnasium,playground,pool table,B
5859f2f35a2bf58cb3b66f6e05fda264,"It wasn't for a lack of effort they didn't finish the job, they just didn't have what supplies?",possessing,plethora,enough,satisfaction,availability,C
56af02e52ce026bb5032243c56312251,Bailey was a real estate agent and good at his job.  He could easily do what to people?,deceive,exaggerate,incompetent,persuade,manipulate,E
2c1b34c4020f1f6a950c9a93919b19be,"He saw the garage across the street from his house, where was the garage located?",motor park,building,neighbor's house,downtown,modern house,C
9d3b4c32987a87f94ab1d7de8ea57bbe,"The brothers were punching angrily, why would they do that?",cause pain,to defend themselves.,broken bones,bruise,pain for,A
d614ac8b72a495f001c91af14a5d3e4b,What will the judge declare if someone is committing perjury?,mistrial,criminal prosecution,citation,injustices,penalty,A
5383eb97935814f536050a3fcec2bf58,Where is a knight likely to be a hero?,historical novel,castle,chess set,renaissance festival,middle ages,A
591221f7cf4790253d19b08d9ea1f77e,"She loved buying products, she was driven by her what to shop more than any practical needs?",desire,money,time,credit,spending money,A
5fca919a1c9bd8ed696b0cc5567f0348,"The news held a forum on who people would choose, they had a group that was what?",undecided,reject,predetermination,force,blank,A
4e7fa5786679193e97509f4087eca433,Where would you borrow some chairs if you do not have any?,office,bookstore,friend's house,race track,firehouse,C
4ce3c6b14a896a119a75a6097bb27d2c,"I really want a keyboard instrument, where should I go to try some out?",music store,band,orchestra,accompany singer,museum,A
f36abc24229e47be26a2c9c61e419cf6,What would a parent do if their child is missing?,call child,call the police,experience fear,homeschool,close box,C
cf2e7d7b10f477c31022acb36c1c70cc,What has happened after a tennis game has started?,progress,achievement,park,match,field with tennis court,A
76450b218b953184141924d877196427,What does a ferret like to crawl up?,great britain,mother's hair,petting zoo,building,trouser leg,E
c0cb76410f0216357f0a3db4ec63d2b3,He wore out his dictionary as he worked on his what?,determine word's definition,thesaurus,eat cake,novel,encyclopedia,D
c02d5e5c3854a0e4b5aa8d4c0fa2cfde,What is likely to happen to someone's speech after becoming inebriated?,regret,automobile accidents,drunk driving,talking nonsense,talk intelligently,D
224a23871f127d6701bd0d5063203a81,Where would you get a baseball if you do not have one?,sporting goods store,america,park,sandbox,break window,A
dd97faa4cc523ae91a438a97bfd06ec5,"If you need to travel in the cold, you would be best to be what?",warm,amiable,clothed,prepared,baking,D
3e3e4ff55e4256efcbf87d8c7c137d3c,What does a person want to fit in with?,goverment,nature,society,natural world,humanity,C
6d4626bf9fff58c87ddf0ec11b7fdf1c,Inside what would a listener most likely hear a new student trying a clarinet?,clarinet case,jazz band,spongebob,music store,orchestra,D
5fcd96582a2b34782f6c843876e13e18,"A person is choking, what happens to their face?",cross street,suffer pain,own object,turn blue,sweat,D
b77bf130ff90e049eaf9f0676497957b,James was contemplating the research results.  What was James doing?,thinking,discovery,buzzing,understanding,reflection,A
a7be27a64aad72c029f05a2c7fc6d55f,What is required to be good at playing tennis?,tennis racket,skill,competition,tennis court,legs,B
6efbe0725841b961848b6935fe67a471,Where would you see some people doing jumping jacks?,military base,opera,water fountain,bus stop,church,A
3a70f487ab89bb356c87561228e7cdc5,"His favorite general store had most things, and if it didn't it was conveniently located with other shops in the what?",shopping mall,barn,salt,old west,checkers,A
ec54fd436eb356a142777fff4cb34746,James's yard had many rose bushes.  They were well kept because James was a very talented what?,backyard,plants,garder,beautiful garden,kew gardens,C
c5809f7bfbbe61faf54f7886f6f2c38b,"If I wanted to find out the hours that Marmot was open, I might look where?",hiding place,ocean,high mountains,north america,yellow pages,E
51ed595ba66a0d93d7b4f1fc1d507c01,Feathers are less common in what because many people are allergic?,cap,house,bird cage,birds nest,pillow,E
72e03f14b85cabc3512a99c7bc2f1788,"If I had more than one steel pen (e.g. 100,000), where would I store it?",hand,warehouse,tv stand,back of farm,desk drawer,B
ead1684af58fbd1d3b3b02f948b26af8,Sally worked at a dentist office. She had to work late.  What might have caused her to work late?,office building,town,patient,michigan,office desk,C
262f98d1eb715b2dcc208f0bf5a50a40,Which effect of stress could cause death if not treated immediately?,age grieving person,heart attacks,depression,hair loss,headache,B
cef9f7e58b0c26470bea23bf2898a729,They were under several feet of dirt.  James always found it claustrophobic.  He hated using it.  What did he hate using?,race track,street,bed,subway,fishing pole,D
cd82b8028c5eebd83fe699a378081a27,Where could you put a dollar that would make it hard to get out without breaking?,cash drawer,piggy bank,purse,box,pocket,B
b13d110147ecf24562b64a69df4fe5ad,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",disneyland,snow,windowsill,street,summer,D
3c7cad0ea62dba0c64595a59e1773470,"They were trying to explain why the defendant was guilty of obstructing justice, it was their job as the what?",riot,choir,prosecution,getting hurt,committing perjury,C
0b9cffbc4f84f9dfef6863914ed86826,Where do tourists go on hikes to take pictures?,new york,waterfall,state park,beach,disneyland,B
e30136abd0696ff1472d62b64aa5fb09_1,"The teacher explained that even though everybody is general each of the students was an individual, she wanted each student to feel what?",specific,particular,special,advance forces to city,particular,C
9f50e490bc2fca736f9197819e29948c,"He had a reputation for causing trouble, even when he was what the teacher kept an eye on him?",okay,being crooked,being good,calm,good behavior,C
aeff0fe9c01d46b868fefb67fd5529cb,"His shot was bad and he found himself stabbing to death the buck, it was what everywhere?",bleeding,killing,coughing,imprisonment,mess,A
59e8fce0c310219ec36dd3d839cff305,"They began moving car with their bare hands to save the child trapped underneath, nobody could explain where they got the what to do so?",strength,energy,force,drive,mood,A
5d000896b03358e5370bb45781d0c049,Where is a small house likely to have a table?,dining room,furniture store,kitchen,roof,conference,C
e39af43324809c222f031d4d2ee513a0,"He used hair styling gel, he kept it where?",tube,outside,store,bathroom,refrigerator,D
58ec886d01ad2cdf8d68f26ef3c23b66,Where is a good place to keep an eyeglasses case in traffic?,car,shirt pocket,bag,drawer,street,A
801e06858bdd24db47521d752ffbeef8,What happens when people don't recycle packing materials?,change direction,save earth,travel abroad,believe in god,waste paper,E
b46f5a626e9527933f3adde627613fd7,What would a father feel after he learned the man charged with killing people was being let free and justice was not served?,revenge,anguish,remorse,retaliation,going to jail,D
c799b6d2c443a526a5e0398b12a2f938,When a person is living on the streets they likely what?,shameful,ridiculous,lazy,restricted,have no home,E
59857e4749068389da0978f9901d4080,Where can you go to thousands of bus station?,busy city,maps,portland,city centre,street,D
f75bb741497541837b92c4c2a113f5a4,What does sex often make happen in people?,making love,feel good,happyness,wonderful thing,cloud judgment,B
28a6d37816be84e77ac79bef5a12b433,"The man was sick of secular consumerism, what life did he seek instead?",eternal,married life,religious,monastic,unpredictable,D
28f8f34f676997456217078ed16964dd,Billy was doing his homework at the last minute but he could barely think straight.   What might he have been suffering from?,sneezing,cleanliness,exhaustion,seizure,allergies,C
e790722b5d13eb3ab557ba907268eb5a,"I was entertained while watching film, what is my reaction to it?",laughter,like,masturbation,joy,erection,B
813ac1ffdc834289bcf40a67239a1793,"A person writes a check to a clerk, where does the clerk put them?",cash register,desk drawer,pay envelope,throw away,box,A
88aead3f822edc2bb05a62bef6553af4,What happens when someone is playing too aggressively?,get hungry,laughter,injury,having fun,feeling happy,C
9cdc71eb5fc6b8b76b4768564ea3fe1e,"He was eating too much and the doctors warned him, what was his condition?",gain weight,obesity,getting fit,getting sick,gas,B
d244fce5f60165ba5e13d019c2000849,"If I am a spectator at a trade show, what am I likely watching?",sporting event,racing,demonstration,show,watch event,C
79fe6dfb1d4b38c5ae8d3c8fa86fb272,"She celebrated her success by giving a speech, where was she?",graveyard,awards ceremony,various situations,vocation,working hard,B
09ad40fb1fc424afce1226620516e05e,What is the most likely feature of a cat that you can see in the dark?,eyes,litter of kittens,four legs,nose,flippers,A
0d147244a66885369f4c2ae9d3a40845,Where might students need to use pens the most?,backpack,office,conference,drawing,school,E
624c36dd27136dba591e096f2800747f,What do you fit a piece with another piece?,puzzle box,chess game,plate,jigsaw puzzle,plate,D
84d5408fb6d27bdd6c66878511da2ea0,Sally loved the color of fallen leaves in autumn. She often took long walks in September.  Where might she walk?,roof,tree,ground,forest,fall season,D
10b75f7d83994e53b37b5430fa47f3e8,"The homeowner wanted new flooring installed, where did they want it specifically?",home depot,bundle,house,mansion,loft,C
76abcdb831f64da88c7e90ee57dfa4f2,What general area is a monkey found in?,research laboratory,great outdoors,zoo,tree tops,zoological gardens,B
36552ab3506d578150c476ae57f63737,"The hikers were feeling exhaustion, so they sat on a log to what?",read a book,have rest,run out of steam,sit down,go to sleep,B
dac6e66618efc1309b0e91c1d0510359,What would you open to find a bottle of glue?,classroom,desk drawer,school,closed container,a barrel.,B
bf2d58c5891091049887e7f11245798b,Where would a human make a public call be made?,phone booth,clothing store,workplace,swimming pool,phone mount,A
7e6a89d44a2232c5df252981bc08de06,What is a negative effect of creating art?,communication,pride,pleasure,controversy,recognition,D
d84f527bff1533eb2539d42d76122685,What type of word do you use as a preposition to someone?,pronoun,adjective,position,interjection,conjunction,A
8a99a52b1d2e274256f007ed8c000726,"Hers pets had fleas, not only did she have to treat them but the furniture and what too?",carpet,rug,roof,cat,dog,B
aa0f1334ad476b9e4cb2d6c90a55f6f6,Why is someone likely to use an iron when cleaning clothes?,wrinkles,sanitation,attractive appearance,looks good,ruined,A
0e1c501d027ff73e923e2c5b37c9db8f,What do people look for when competing against someone?,edge,desire to win,friendship,rivalry,skill,A
1d24cda0ef2927e6bd3c3cf935602d2a,Where could an electric razor be exposed to water?,medicine cabinet,outside,k mart,bathroom,wal mart,D
6696d1824c36c328a28a227e1cf96257,"Fan after fan filed in for the big game, it wouldn't be long before what was filled?",sporting event,hockey game,soccer field,sports stadium,hot room,D
fe2cf779b56fe3b9b352eccc7dd9bcc0,James needed a new lamp so he went where?,house,bedroom,building,store,library,D
2138abaa42686148d489dff6c5fe2629,"The bald eagle can be a symbol, it elicits feeling of patriotism where?",forrest,grand canyon,canada,u.s,india,D
c7674e0f11ad8211e54b026ff1744ff1,"If I am not good at playing poker, I will begin what if I play?",discord,social event,losing money,competition,heightened awareness,C
6138d908c2af835b1c5926c4d2e5688a,What do you fill with ink to print?,squid,pencil,newspaper,fountain pen,printer,E
485e534030908be790ab7b39347d35f8,"Much like a jaunt on the treadmill, thinking hard and long can cause what?",depression,revelation,new thought,fatigue,knowledge,D
b0d6ea4adb2a461a54df2d08b2833097,The friends gathered around the table to play cards and what?,drink,have fun,remember,bored,good at,B
76975c841529a2a32edd5ccce8904fa7,What does a person looking for new things in life do?,become depressed,welcome change,thank god,experiences,pay bills,B
2b0d9c639b6fa59b03ae4daa0acebb3a,Where do you take a bus after a day at work?,combat,avoid parking hassle,commute,go home,get somewhere,D
515f3e189e0b24813ecbb606de9b715c,"The small dog spent a lot of time with the elderly, where did he volunteer?",own house,nursing home,park,own home,suburb,B
37fd700cf59a5b0f08760a1d7a2a7645,When a pillowcase is on a pillow where will it be?,linen cupboard,allen key,linen closet,bedroom,coverning pillow,D
240ec5365047d2785e33264802406308,"The old man would be stuck staying in bed, part of the nurse's job was to move him so he wouldn't get what?",bed sores,missing out,nervous,comfort,resting,A
f0ecb880a1cdeeb71fb6b616549e71e5,What could you do inside but not outside if you have boredom?,skateboard,hang out at bar,laugh,go skiing,watch film,B
41b0bc7be2263004035a8182af27662f,What do you need to have before buying products?,desire,spending money,money,needs,time,C
ea735894df376df1b0f357ac4317f7e6,"Bob doesn't want to buy a plain stereo system. He wants something studio quality, with all of the what?",decorative,extravagant,speakers,exotic,bells and whistles,E
57cee4603c0f07e51f9efdb6d47624c7,"Driving to work can be monotonous, she would play her favorite music and just what along with it?",sing,listen to radio,listen to music,speed,head bang,A
612db5b339c596bed4e98500ed5a8613,"A human is fragile, so you should take care since you only get what?",one body,muscles,mouth,two arms,stupidity,A
9d3bd52da102dc65af174db58ae14fc0,Where can you work on needlepoint near the entrance of you home?,sewing,frame,livingroom,sewing,artscraft store,C
11a6549c34a04b906ec2ab2a2d8fb34e,Where is one not likely to find a ring road?,european city,motorcycle,town,freeway system,travel around city,D
f5ac798369402ba8d810248f077d17d4,"They say America is a melting pot, this is because the people are all what?",generous,stupid,different,tall,silly,C
a9fdb742e54a7c32c5fc527a75009c0d,"It was time for her favorite program, she got comfortable and turned on the what?",concert,opera,computer,television,lamp,D
3846fa453996df33acf8357281268dbd,"The man picked from an apple tree outside of Chicago, where did the apple come from?",washington state,illinois,indiana,swamp,woods,B
74ed9b19ba438ac2d670d46fddba9df3,Where could you find a seat that sometimes vibrates?,mall,in cinema,airplane,martorell,auditorium,C
0b3b89f313222300e18ba2566d872f7c,"You want a real estate agent that is straight forward with you, the last thing you want is for them to what a house's quality?",cover up,offer price,misrepresent,lie,falsify,C
b9c2bbcc56d8ee895692c6bec8f48527,What is a negative external consequence for someone who takes part in a killing?,dies,being imprisoned,blood,bloody mess,feeling of guilt,B
f6264e520bb920cb82851012d714c166,"The receptionist lady loved to use a rubber stamp on her notes, she was the most pleasant person in the whole what?",art class,indiana,office,insane asylum,desk,C
0b903d9c033caf13c71e29684b7758cb,"The man reduced the town to rubble out of hate, what was his goal?",wage war,play nice,fight enemy,stab to death,destroy enemy,E
29a66b2d208ac477bd4db280c8486e6c,I decided that I was going public with my amazing new medication. It has the power to relieve symptoms. So it can take away all of your what?,shock,money,pain,problems,controversy,C
77fa8c7781aae22c22e6df12e696d50b,Along what feature will you find a rosebush?,park,in the ground,hedgerow,temperate climate,botanical gardens,C
e02fb9b1c5801647c03061b13503061f,Sam loves to create art.   Looking at other peoples work does what to him?,depresses,express yourself,inspires,enlightenment,creative,C
231deccda7e6395bf4655a976c8bef7a,Where is required to have a single fire extinguisher?,house,boat,washroom,stairwell,hospital,B
ed0d26ee55aaf225daba99ff0020b669,For a stressed out mother a baby is cutest when it is able to what?,like spinach,laugh,sleep soundly,giggle,clap hands,C
3c26a2e17fc73be8ee3fe2f3e0e6b895,Where could you find passengers that are planning to travel to another continent?,car,bus depot,bus stop,library,airport,E
b90940f4de43f857ee54f2d0d4f2255c,"His hair was getting long enough that it could be put in a ponytail, so he headed to this place to have what happen?",combed when not straight,coloured,cut there,braided,washed,C
dcf5abc7c633737d6740e773efa17d5b,What do cats have in common with most mammals?,four legs,whiskers,sharp teeth,sharp claws,glowing eyes,A
2dc71d7a9db42e5d6d3ca7776463e458,Sally went out to look for a stepladder.  Where might she have gone?,construction worker's vehicle,tool shed,hardware store,elevator,store room,B
0b689342ee5a6f7185bf140e317e82a2,"Luke only wanted his freedom, after years of being forced to labor in what conditions?",understand themselves,in jail,captivity,slavery,communism,D
27c7ef0fb9de1de15afc6478e200d79d,Where might you find a large clock outside?,forest,office building,desk,house,shelf,B
70dc3efcfe798e8d5727b022a075af65,"The argument was becoming more heated, but when somebody threw fruit at another is when things really started to what?",taste sweet,market,go off,keep fresh,become ripe,C
caf2c73c78481a2f62ace777b71587c2,"Sarah was celebrating with way too many beers.  Even so, she succeeded in doing what?",have fun,drinking,alcoholics anonymous,drunkenness,hang over,A
3f41bd19d272e4745b6a64b76387c887,While attending a lecture what should be done in the auditorium?,take notes,listening,fall asleep,falling asleep,learning,A
de8f3650035c639577f05b8b83f1a5e2,The host seated everybody for the meal and took his seat where?,welcome guests,sofa,expect company,head table,spring for dinner,D
fe49ec4e6d9dfb2c5d80c25d2480890a,"When someone covers wood thinly with gold metal, they have done what to it?",gilded,less dense than water,solid,empty,porous,A
8fb1b368f7f5f2a3c83ca8196adc4ee6,"The person was always using mouthwash, why were they doing that?",headache,to quench thirst,white teeth,source of income,fair trial,C
709912a9876e824ea97da15170fd1716,Where might you have to pay for a shopping bag now?,restaurant,closet,at starbucks,supermarket,home,D
2988a84d5542ea92b0aa85f5506c25ae,"The installers had to move all the rows of benches, they were putting in new carpet where?",office,church,bowling alley,building,playround,B
9373d80d57009a311c238eada5aa41f1,After I urinate what should I do before I eat?,eat,wash legs,wash hands,zip pants,flush toilet,C
4f3629c0d9b333891817f76e2d5ac858,"The man and the woman likened their experience to police brutality.  But, really, they were just unable to do what regarding reality and lies?",differentiate,hate,discriminate,contrast,distinguish,E
128c9f6ab95a1da418ff7845764c8551,"She had worked hard her whole life saving money, featuring her dream entrance hall she bought a new what?",hat rack,school,large home,palace,gateway,C
f9499a24425d3177e249a59a80c00ef8,"The man really like the picture and wanted to look at it while checking emails, where did he paste it?",desktop,table,art show,art show,newspaper,A
10c1c0850b36483acd704fcfbc4977f1,If done correctly grooming pet's nails generally does not cause this?,training,satisfaction,injury,beauty,late,C
8baeb0949e124793d3f5c4ff4456e32a,Where would i likely find shirts with my favorite team's logo on it?,worn by people,sporting goods store,in closet,suitcase,closet,B
642b8fd1764160befc0efc8fa829282a,"While eating a hamburger with friends, what are people trying to do?",have fun,indigestion,death,tasty,gas,A
3eb292dac971bfb106c3cd7322e590d5,"The print was extremely small, as he was reading letter after letter he began to suffer eye what?",strain,though,happiness,realization,understanding,A
84bb162744120d5bdce80b30c3c39074,Why might you be found grooming yourself in the mirror on the way out the door?,cleanliness,mistakes,anxiety,beauty,neatness,E
e3be9d75b3ae4e83645dd43941ceefc8,Joe had a key to a rented locker at what type of place?,bus depot,at hotel,own home,pocket,idea,A
948bf7bf86974d27535c3c1b2105fac6,What is remembering ever answer on a test likely to show?,nostalgia,depression,problems,instruction,knowledge,E
c54eb4aa0fbea164798d1717c443013f,What did the honest real estate agent refuse to do to a client?,lie,deceive,hide from,manipulate,charming,B
946ba9d7088272f0a81647ac1c347d03,"He was in a cabin in the woods, through the window he saw a fox where?",indiana,england,outside,on the wall,picture,C
126f44457811bf58969e9178262ca2a9,The house had been abandoned so long her stride left a clear path through the dust on the what?,closet,ground,coffee maker,attic,television,B
3f31347eb344e3fa8920ce8d590a50dc,What does you body do when you exercise?,need for food,thirst,work out,sweating,injury,D
89a0157cecaf1617b54cec139d4062d3,If someone is cooking near the end of the day what are they going to have?,steam,breakfast,having dinner,get food,cooked food,C
821c3ef02d18b146af770db75c0971e4,"If playing the saxophone wasn't enough, she also had to learn the choreographed moves on the field to perform with the what?",music store,actors,store sells instruments,marching band,orchestra,D
a885a22fa05fad52ff91496e41db3d90,In what geological feature will you find fungus growing?,shower stall,toenails,basement,forrest,cave,E
9fccf6fde6cefd910204581197bccf3e,What is a facial sign of having fun?,laughter,pleasure,smiling,being happy,showing teeth,C
72128c59ca7dab3d03127ec42e9aa86e,A  person who is standing in like is likely to do what to pass the time?,fidgeting,get tired,run,tiredness,frustration,A
77a3df7ffcfa7d47d854c7dd39ab769f,"The older gentlemen enjoyed socializing over a chess board, on clear warm days he did this at the local what?",retirement community,pool,cabinet,park,library,D
44612de97ef841bc179d84b05269e08a,"The idiots in the front row would not stop banging on the glass, there's always at least one of them at a what?",bar,sporting event,internet cafe,garage sale,hockey game,E
8298562b023aae2dd6fc8d2fc79a2d03,Sally noticed that the sword was straight.  She wanted one with a different type of blade. What type of sword did she want?,crooked,curved,bent,straightforth,broken,B
92e09bf4db63e4fdc3e8714b31e084ac,"The family was playing cards, what would be a reason for this?",amusement,losing money,charmed,having fun,win money,D
076e526335fb109cb590fce55a8d4e75,"The back courtyard led to a walkout basement, where was it attached to?",suburbs,large house,farm house,palace,country estate,B
4317cfeba4112e72ab1efb7e824441c0,If a person has stage fright and is about to go on stage what will they experience?,ridiculous,anxiety,open sores,happiness,different,B
bf25ad81fed92cf5c832648ed21e21ac,"The target started his car, this did what to the attached device?",carpooler,heat up,set off,obesity,back up,C
c5ceb35a3c4c87eaab316884a169822f,What do large groups often do when claiming to be changing society?,social activism,riots,change yourself,demonstrate,argue,B
d1acb6808baf46e80dcbbbd6f27a28f9,"The crab was being shipped to be eaten, where was he heading?",gulf of mexico,north sea,fish market,picnic basket,grocery store,E
39b23069e9fbb800803f304d3b940d8a,When spending a long time walking a dog what would you feel?,picking up after dog,sore feet,sick,pride,tiredness,E
960bee876bc9f9d20e17b1b4cc5c0c3a,The teacher didn't just want the answer and work shown but also for the students to what?,prepare dinner,evaluate progress,include examples,work in school,prove their point,C
a5c1d01889fbe5c1d424329041124b05,Jim was looking for a container cup to put something in.  Where might he have looked?,person's hand,sink,dispenser,kitchen cupboard,drink from,D
8c85953d46accf054d2c03b8960cdedc,"China transports lots of cargo, one way is by sea in a very large what?",ship's hold,boat,bus,aeroplane,airplane,B
