id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey,light_1,light_2,light_3,medium_1,medium_2,medium_3,strong_1,strong_2,strong_3
6d177cdd2effcd5a652e977c73ce83bf,What is a very happy person likely to have?,best things in life,slim waist,own house,joyfulness,comfortable shoes,A,What is likely a very happy person to have?,What is likely to have a very happy person?,,What is likely to make a very happy person?,What is likely to have a very happy person?,,What is a highly happy person likely to have?,What is likely to be a very happy person?,What is a very positive person likely to have?
c939126f516a5c76357a07edd250bc04,"Billy was a human, and he had human bodily functions.  He needed to catch his flight but ended up missing it, because he had too much mexican and was stuck where?",bed,couch,bathroom,school,airport,C,"Billy was a human and he had human bodily functions, needed to catch his flight but ended up missing it because he had too much Mexican and was stuck where?",Billy was a human and had human bodily functions; he needed to catch his flight but ended up missing it because he had too much Mexican and was stuck where?,,Billy was a human and had human bodily functions. He needed to catch his flight but ended up missing it because he had too much Mexican and was stuck where?,"Billy was a human and had human bodily functions, he needed to catch his flight but ended up missing it because he had too much mexican and was stuck in where?","Billy was a human and he had human bodily functions, needed to catch his flight but ended up missing it because he had too much mexican and was stuck in there?","Billy was human, and had human bodily functions, he needed to catch his flight but ended up missing it because he had too much Mexican and was stuck where?","He was a human and he had human bodily functions, he had tens to catch his flight, but he ended up missing it because he had too much Mexican and got stuck where?","Billy was a human, he had humans bodily functions; he had to catch his flight but ended up missing it because he had too much Mexican and was stuck where?"
531d225164c7ff45bdbd39c5a0cc451a,Where can a mouse be found in a box?,at the store,computer store,cupboard,pantry,own home,B,,,,Wo can a mouse be found in a box?,"In a box, where can a mouse be found?",Where can be found a mouse in a box?,When should a mouse be found in a box?,Where can a mouse in a box be found?,Wo can found a mouse inside a box?
9b54283999001e13a8a43d3e2a1c392b,The game was on sale.  I got it then because it was usually what?,buying,purchase,overpriced,way to much,expensive,E,The game was on sale and I got it then because it was usually what?,"The game was on sale, then I got it because it was usually what?","The game was on sale then, and I got it because it was usually what?","The game was on sale, I then got it because it was usually what?",The game was on sale; I got it because it was usually what?,The game was on sale and I then got it because it was usually what?,"The game was on sale, then I got it because I was usually what?",The game was still on sale and it had been about the usual thing?,The game was on sale.I then ordered it because it was usually not what?
53db057803482a444d7dee7c7e2ce2ee,Everyone in John's band plays brass instruments.  What type of band might it be?,annoy mom,jazz band,brass band,punk rock,marching band,C,Everyone in John's band plays brass instruments - what type of band would it be?,Everybody in John's band plays brass instruments - what type of band would it be?,Everyone in John's band plays brass instruments. What type of band could it be?,"John plays in the band everyone plays brass instruments, what kind of band would it be?",What kind of band could it be in John's band?,All the brass instruments in John's band could be of what type?,The brass players in John's band could be anyone else?,Everyone in John's band plays brass instruments; what bands might it be?,John plays everyone in the band with brass instruments: what kind of band could be?
25f2e44f44c1aadd9093bfef5da754dc,Running in bad shoes can easily cause something painful. What can it cause?,breathlessness,shortness of breath,calluses,exercise,increased heart rate,C,,,,"Running in bad shoes can cause something painful, what can it cause?",Running in poor shoes can easily cause something painful: what can it cause?,,Sleeping in a shoe down too often can cause one to be painful to drive?,Even running in good shoes can cause something painful - what can it cause?,Running in bad shoes can easily cause something painful what it can cause?
24eace5901a17656b30a93eb1a7b7c09,Where would you put tin after you buy it?,hardware store,antique store,shopping bag,shed,landfill,C,Wo would you put the tin after you buy it?,Where would you put the tin after you buy it?,Where would you put a tin after you buy it?,Where would you put the doldrums after you buy it?,Wo would you place the tin after you buy it?,Wo would you put the tin after you buy it?,"Where would put the pin, if it were bought?",Why would you not go out there once you bought it?,Wo would you put the drop after buying it?
97e9ca5c0779c1135fe1dd039d2e8031,What causes someone to laugh from something surprising?,fight,accidents,bad news,funny,frightened,D,What causes someone to laugh at something surprising?,What causes someone to laugh about something surprising?,What causes someone to laugh at something unexpected?,What makes someone laugh from something surprising?,What causes someone to laugh about something unexpected?,What causes someone to laugh from something unexpected?,What people must laugh at something of surprise to someone?,What causes someone to laugh from something unexpected?,What triggers someone to laugh from something surprising?
f38b17e2ea4b75eb43d9e0c168c7fd50,what do you do before going to party?,call 911,enjoy yourself,get drunk,having sex,meet new people,C,What do you do before going to the party?,What do you do before going to a party?,,What do you do before going to the party?,What do you do before going to a party?,Was do you do before going to the party?,What do you do before going to a party?,What do you do before going to parties?,What do you do before going to the party?
d21b0ce1c1792f1cdf920a81f9f5ee96,Billy bounced the ball off the wall.  There was a target on the wall for him to bounce against.  Where might he be?,pool table,toy box,playroom,park,closet,C,"Billy bounced the ball off the wall, there was a target on the wall for him to bounce against. Where could he be?","Billy bounced the ball off the wall, there was a target on the wall against which he could bounce?",,Billy bounced the ball off the wall; there was a target on the wall for him to bounce against. Where could he be?,Billy bounced the ball off the wall and there was a target for him to bounce against on the wall. Where could he be?,Billy bounced the ball off the wall; there was a target on the wall for him to bounce at: where might he be?,"Billy bounced the ball off the wall, there was a target to bounce against the wall, where could he be?",Billy flew the ball from the wall with a target to bounce against which he could be?,Billy bounced the ball off of the wall. There was a target for him to bounce against: where could he be?
39d6b80b0403a4fd0249a58c87dc6734,"The tree had thousands of animals living in it, where was it located?",back yard,university,rainforest,backyard,sea,C,"The tree had thousands of animals living there, where was it located?","The tree had thousands of animals living in it, where was it?","The tree had thousands of animals living there, where was it?",The tree had thousands of animals living in it - where was it?,The tree had thousands of animals in it. Where was it located?,"The tree had thousands of animals living there, where was it located?","Thousands of animals lived in it, where was it located?",The tree had thousands of animals living there. When was it situated?,The tree had thousands of animals living there. Where was it located?
06a8f6bf117346a4ab4585536033437e,"After a while playing, what was happening to the children?",fights,competitiveness,having fun,getting tired,learning,D,What happened to the children after a while of playing?,What happened to the children after a while playing?,What was happening to the children after a while playing?,What happened to the children after playing for a while?,What was happening to the children after a while playing?,What happened to the children after a while of playing?,What happened after a while of playing to the children?,What happened to the children after a while playing?,What happened to the children after playing for a long time?
ec1b5bf4df4e219c228542e9ab17cd52,"She felt like she never had any support, people always seemed to what?",marriage,ignore,let down,aid,neglect,C,,,,"She felt like she never had any support, people seemed always to what?","She felt like she never had any support, people seemed to me always - what?","She felt like she had never had any support, people always seemed to what?","It felt like she had never had any support, because people usually seemed to anyone who I saw?","She felt like she never had any support from anyone, people always seemed to what?","On her note card she felt she had never received any support, but people always seemed to what?"
901dc43313a51b67a0bdff75b4415a49,"When people discover something new while chatting with friends, why are they likely to continue talking?",agreement,to fill their time,discomfort,misunderstanding,learning about,E,"When people discover something new while talking with friends, why are they likely to continue talking?","When people discover something new while talking to friends, why are they likely to continue to talk?",Why are people likely to continue talking when they discover something new while chatting with friends?,Why are people likely to continue talking when they discover something new while talking with friends?,Why are people likely to keep talking when they discover something new while chatting with friends?,"When people find something new while talking to friends, why are they likely to continue talking?",Why is it that people discover something new while chatting with friends?,"- When people discover something new while chatting with friends, why are they likely to continue to talk?","If people find something new while chatting with friends, why are they likely to continue talk?"
cb43cf15e2320cead1d00ce34d4ad6a3,Where do you mix things on a counter?,mixer stand,candy store,kitchen,butcher shop,post office,C,,,,What do you mix things on a counter?,Wo do you mix things on a counter?,Where mix on a counter?,Wo do you mix things on a counter?,Where mix you things on a counter?,Where do you mix together items on the counter?
782d84035f86ff615c6baa8fbebf0f42,What material would you put on the walls and floor in a shower?,home,shower,room,tiles,roof,B,What material would you put in a shower on the walls and floor?,What material would you put in a shower on the walls and the floor?,What material would you put on the walls and the floor in a shower?,What material would you place on the walls and floor in a shower?,What material would you place in a shower on the walls and floor?,What would you put on the walls and floor in a shower?,When will you put some material in a showers walls and floor?,5) What kind of material would you put in a shower at the walls and floor?,What material would you place in a shower on the walls and floor?
4df1af6d3f8619c5a21da07dff5af51a,Where is there likely to be sadness in a waiting room?,hospitals,airport,clinic,in a marriage hall,doctor's office,A,Wo is there likely to be sadness in a waiting room?,Where is likely to be sadness in a waiting room?,Wo is likely to be sadness in a waiting room?,Where is it likely there is sadness in a waiting room?,Where is it likely to be sadness in a waiting room?,What is likely to be sadness in a waiting room?,Wo is this likely to be sadness in a waiting room?,Where is the likely source of sadness in a waiting room?,Where is likely to be sadness in the waiting room?
1fe539f56d95d20110dab73c81de6dfc,Where could you put some knives if you are planning to bring them outside with you?,purse,backpack,drawer,sporting goods store,kitchen,B,Where could you put some knives if you are planning to bring them with you outside?,Where could you put some knives if you plan to bring them with you outside?,Wo could you put some knives if you plan to bring them with you outside?,Wo could you put some knives if you plan to bring them with you out on the outside?,Where could you put some knives if you plan to bring them with you outside?,Wo could you put some knives if you are planning to bring them with you outside?,Wo could you put some knives if you intend to bring them out with you?,Where could you put some knives if you were planning to take them with you outside?,Where would you put some knives if you plan to bring them with you outside?
66f18f4cfe1a59cd9441854d85836b1f,"Billy likes eating breakfast in bed, but he doesn't do it often.  He likes his clean sheets too much. Why doesn't he eat breakfast in bed that often?",pleasure,indigestion,convenience,spills,feel guilty,D,"Billy likes to eat breakfast in bed, but he doesn't do it often because he likes his clean sheets too much - why doesn't he eat breakfast in bed that often?","Billy likes to eat breakfast in bed, but he doesn't often do it because he likes his clean sheets too much - why doesn't he eat breakfast in bed that often?","Billy likes to eat breakfast in bed but he does it not often, he likes his clean sheets too much, why doesn't he eat breakfast in bed that often?",Billy likes to eat breakfast in bed but he doesn't do it often - he likes his clean sheets too much - why does he eat breakfast in bed so often?,Billy likes eating breakfast in bed but he doesn't do it often because he prefers his clean sheets too much - why does he not eat breakfast that often in bed?,Billy likes breakfast in bed but he does not often because he likes his clean sheets too much. Why doesn't he eat breakfast in bed that often?,"He likes eating breakfast in bed, but he does not often it, he likes his clean sheets too much. What makes him refuse to eat breakfast in bed that often?","Billy likes to eat breakfast in bed, but he does it not often, he loves his clean sheets too much, 'cause he doesn't eat breakfast in bed that often?",Billy likes breakfast in bed but he does it not often. He likes his clean sheets too much. Why does he eat breakfast in bed as often?
dcaeda85216591ea3e8d83ea5a9f4e6e,"May was watchign a film about turtles who fight crime.  It was a silly film, but exciting.  It gave her a great deal of what?",enjoyment,relaxation,stupidity,masturbation,sadness,A,"May was watching a film about turtles who fight crime, it was a silly film but exciting and it gave her a great deal of what?","May was watching a film about turtles who fight crime, it was a silly film but exciting, and it gave her a lot of what?",May was watching a film about turtles who fight crime. It was a silly film but exciting. It gave her a great deal of what?,"May was watching a film about turtles who fight crime. It was a silly film but interesting, gave her a lot of what?",May was watching a film about turtles who fight crime - a silly film but exciting - it gave her a great deal of what?,May was watching a film about turtles who fight crime - it was a silly film but exciting and gave her a lot of what?,"May was watching a film about the Turtles who fight the crime, it was a silly movie, but adventurous, gave it a great deal of what?","May was watching a film about fighting Turtles the crime, as silly as that, but exciting. It gave her a lot of what?","May was watching a film about turtles fighting crime, it was a silly film, but exciting, it gave a great deal of what?"
ae22b1c6a3e976bed4e33140fcee81ef,How can you achieve happiness in a group?,sing,live life,play games,fiddle,jump up and down,C,,,,How do you achieve happiness in a group?,How can one achieve happiness in a group?,,How do we achieve happiness in a group?,How can you increase happiness in a group?,- Where can you find the happiness in a group? -
b83bd22293f7a568bb252284c30ce794,When you plant a garden you can harvest what to eat?,flower,animal,flower petals,vegetable,alive,D,,,,"When you plant a garden, what to eat?","When you plant a garden, what to harvest?","When you plant a garden, what to eat can be harvested?",When you plant a garden it's easy to harvest what to eat?,When you plant a garden can you harvest what food is?,"When you plant a garden, the he can harvest what to eat?"
6242cf27435cd0121ebcda4212a37563,What happens to kids when visiting museums of old dinosaur bones?,crowding,retrospection,amazement,being bored,excited,C,What happens to children when they visit museums of old dinosaur bones?,What happens to kids when they visit museums of old dinosaur bones?,What happens to children when visiting museums of old dinosaur bones?,What happens to the kids when they visit museums of old dinosaur bones?,What happens to kids when they visit museums of old dinosaur bones?,What happens to children when they visit museums of old dinosaur bones?,What happens to kids when they visit museums involving the past dinosaur bones?,What happens to kids at ancient dinosaur museum?,What happens to kids who visit museums for old dinosaur bones?
c189693bbcff9a55a3cd1e845c7359e4,"She had a knack for entertaining, everybody told he she had a what?",fun,talent,learn about,intelligence,recognize,B,"She had a knack for entertaining, everyone told him he had a what?","She had a knack for entertaining, everybody told him she had a what?","She had a knack for entertaining, everyone told him she had a what?","She had a knack for entertaining, everybody said he had a what?","She had a knack for entertaining, everyone told him that she had what?","She had a knack for entertaining, everyone told him he had what?","She had a knack for entertaining, everyone said he had a what?","She had a knack for entertaining, everyone said he had a issae?","She had a knack for entertaining, everybody told him she had what?"
ed9dd19c46e2312a5c700dd0a03f3114,Where does a person usually plant a rosebush?,ballpark,flower bed,park,backyard,outdoors,B,Where usually does a person plant a rosebush?,,,Where does a person usually plant a rose bush?,Where does a person usually plant rosebush?,Where do people usually plant a rosebush?,Wo tends a man usually to plant a rosebush?,Where does a person usually plant rosebush?,Where usually does a person plant a rosebush?
9b753c79a254248601d364cba98e32a8,Where would students go to get a higher education?,university,ask questions,classroom,summer school,homeschool,A,Wo would students go to get a higher education?,,,Where would students go to obtain a higher education?,Wo would students go to get a higher education?,What would students go to to get a higher education?,Where would students go to acquire a higher education?,Wo won't students go for higher education?,Where would students go to secure a higher education?
fb721d7949d06915a2dd6fc6ec815325,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,D,Sitting to close while watching TV can cause what kind of pain?,What kind of pain can sitting to close while watching TV cause?,What kind of pain can sit to close while watching TV?,Which type of pain can cause if sitting to close while watching TV?,What sort of pain can cause sitting to close while watching TV?,Sitting to close while watching TV can cause what type of pain?,/ Can sitting to close during TV watching can cause what kind of pain?,Sitting close to watch TV causes what kind of pain?,While watching television sit to close can cause what kind of pain?
d51b4f3a0cea6515359ab7bba24ad378,"He didn't believe fate controlled situations, what did he believe people did?",control events,pray,dress themselves,talk to each other,think creatively,A,"He didn't believe that fate controlled situations, what did he believe people did?","He did not believe that fate controlled situations, what did he believe people did?","He did not believe fate controlled situations, what did he believe people did?",He did not believe that fate controlled situations. What did he believe people did?,He didn't believe that fate controlled situations; what did he believe people did?,He didn't believe that fate controlled situations - what did he think people did?,"He did not believe if fate control situations, what did he believe people did?","At least, he did not believe fate controlled situations did he believe people?",He didn't believe his fate controlled situations the same thing he thought people did?
e6498b8bc1aee50c81215eafdea9f3ec,What does a spider build to capture it's prey?,web,bridge,cellar,basement,hanging in air,A,What builds a spider to capture its prey?,,,What builds a spider to capture its prey?,What builds a spider to capture her prey?,What does a spider build to catch its prey?,What a spider builds to capture his prey?,What a spider builds to control its prey?,What spider builds to capture its prey?
9b8d8f5512baa142b3c781b719985819,What do professors do to prove their points?,teach courses,show research,school students,state facts,master physics,D,,,,,,,What do Professors do to establish their points?,What does a professor do to prove their points?,What do professors do to defend their points?
65e7a36ab495298a8a2431a3887a8770,Oil can fix the squeak on the hinges on what that you open or close when you drive to the store?,french door,car door,car door,swing door,exterior door,C,Oil can fix the squeak on the hinges on what you open or close when you drive to the store?,,,Oil can fix the squeak on the hinges on what you open or close when you drive to the store?,Oil can fix the squeak on the hinges if you open or close your car when you drive to the store?,The oil can fix the squeak on the hinges on what you open or close when driving to the store?,oil can fix the rattles on the hinges of what you open or close when driving to the store?,The oil can fix the sliding to the rear hinges on what you open or close when driving to the shop?,Oil may fix squeaks in the hinges at what open or close you when you go to the store?
ee41a22c817c4211df101653916218b9,"If a person spends all day at their job, what are they likely doing?",gain weight,walk away,work hard,turn around,getting a burnout,C,What is likely if a person spends all day at their job?,What are they likely doing if a person spends all day at their job?,What are they likely to do if a person spends their entire day at their job?,What is it that a person likely does if he spends all day at his job?,"If a person spends their whole day at their job, what are they likely to do?",What would a person do if they spend all day at their job?,When a person spends all day at their job what are they likely to do?,What is one person likely to do during their entire day at their job?,"Most likely, what does a person do when she spends their entire working day at her job?"
97121fb37cd8495751c6edbc31bee471,"James went to outer space for the first time.  He packed everything, including his peanut butter, into a single object.  Where might his things be?",universe,jar,box,closet,suitcase,E,,,,"James went to outer space for the first time, packed everything into a single object, including his peanut butter: where might his things be?","James went for the first time into outer space and packed everything into a single object, including peanut butter. Where might his things be?","For the first time, James went into outer space and packed everything into a single object, including his peanut butter - What could be his things?",James went to space for the first time. He packed everything into a single object -- including peanut butter - where could his items be?,For the first time he went into outer space and packed everything into a single thing; where might his things be?,"For the first time he went into outer space and packed everything, including peanut butter, into one thing - where would be his things?"
545edc2d8191deaa444d915096985c71,"Jane was doing housework and started sneezing when she used a cleaning agent, what did the cleaner cause in her?",pain and suffering,allergies,cleanliness,fever,boredom,B,Jane was doing housework and started sneezing when she used a cleaning agent: what caused the cleaner in her?,Jane was doing housework and began sneezing when she used a cleaning agent - what caused the cleaner in her?,Jane was doing housework and began sneezing when she used a cleaning agent. What did the cleaner cause in her?,Jane was doing housework and started sneezing when she used a cleaning agent. What caused the cleaner in her?,Jane was doing housework and sneezing when she used a cleaning agent: what caused the cleaner in her?,"When she started sneezing after using a cleaning agent, what did the cleaner cause in her?","Jane was homeworking and sneezing when she used a cleaner, What caused the cleaner in her?",Jane was busy and began wheezing after she used a cleaning agent: What caused the cleaner to her?,When Jane was doing housework and sneezing when she used a cleaning agent in its lungs - what did the cleaning create in her?
a0ad7d7d0d013dc7858e1b8f652ea5df,"What can sitting in a room, waiting for an appointment lead to?",impatience,have fun,boredom,giving birth to frogs,wisdom,C,"To what can a sitting in a room, waiting for an appointment lead?","What can lead to sitting in a room, waiting for an appointment?","To what can lead to sitting in a room, waiting for an appointment?","What can lead to sitting in a room, waiting for an appointment?","To what can lead to sitting in a room, waiting for an appointment?","To what can sitting in a room, waiting for an appointment lead?","To what can sitting in a room, waiting for an appointment lead?",Where can sitting in a room of waiting for an appointment lead to?,How about sitting in a room waiting for an appointment to lead?
c0239b924440530bcbd8505e0c8cd6ea,When an inventory gets to see idea become reality they will gather their friends together to what?,pride,gratification,gamble,feeling of accomplishment,celebrate,E,"When an inventory gets to see the idea become reality, they will gather their friends together to what?",When an inventory gets to see an idea become reality they will gather their friends together to what?,When an inventory gets to see the idea become reality they gather their friends together to what?,"When an inventory gets to see an idea become reality, they gather their friends together to what?",When an inventory gets to see an idea become reality they gather their friends to what?,"When an inventory gets to see ideas become reality, they will gather their friends to what?",When an idea becomes reality they gather their friends together and to what?,When an Inventorium gets to see the Idea of Releasing become Reality they will gather together their friends to what???,When an Invent becomes Reality an idea they will gather their friends together to what?
5edfe23845a86f9f4af53214a1c048cb,Where is a good place to purchase a toy balloon?,birthday party,church,amusement park,parade,circus,C,Where is a good place to buy a toy balloon?,,,Where is a good place to buy a balloon?,Where is a good place to buy a toy balloon?,What is a good place to buy a toy balloon?,What a good place is to buy a toy balloon?,Where is a good place to purchase a balloon toy?,Where is a good place to purchase toys balloon?
357ac63620b3a464cc26f36b6ecfe4be,"The shark followed the fish down into the dark water, where did the shark go?",the desert,sea world,great outdoors,deep ocean,maritime museum,D,"The shark followed the fish into the dark water, where did the shark go?","The shark followed the fish into dark water, where did the shark go?",,"The shark followed the fish down into dark water, where did the shark go?","The shark followed the fish to the dark water, where did the shark go?","The shark followed the fish into dark water, where did the shark go?",The shark followed the fish to where the shark went into dark water?,The fish followed the fish into darkness - where did the shark go?,The fish followed the fish in the dark water. Where did the shark go?
f74e2a5b5bcaf436f506d4d86cf736cf,A person who studies constantly is trying to do what?,own house,know everything,make more money,spare time,show off,B,,,,What is a person who studies constantly?,A person who studies constantly tries to do what?,What is a person who constantly studies?,What is one of these persons that desperately tries to do?,A person who studied constantly is trying to do what?,A student that keeps studying?
a8f910eb3c1dbbaead2526dd7ca9f618,where do you go to see most statues?,large city,church,amusement park,new york city,museum,E,Where do you go to see the most statues?,,,Where do you go to see most of the statues?,Where do you go to see the most statues?,Wo do you go to see most statues?,How do i go to most of the statues?,Where do you go to see the most statues?,Where go do you go to see most statues?
0f4159e80f8dbf682819215bbf0f5b5a,Remembering facts is how you demonstrate what when taking a test?,knowing,knowledge,sadness,pleasure,depression,A,Remembering facts is how you demonstrate what when you take a test?,Remembering facts is how to demonstrate what when taking a test?,,Remembering facts is how to demonstrate what when taking a test?,Remembering facts is how you demonstrate what when you take a test?,Remembering facts is how to show what when taking a test?,How do you show facts in a test?,Remembering facts is what you can demonstrate when you take a test?,The idea of recalling facts is how you demonstrate what when a test is offered?
ddf62abd1ac2f04dbaa3dea9918ccc76,What could happen to you after you see some beautiful clouds above you?,plain,cold,dull,bad,wet,E,What could happen to you after seeing some beautiful clouds above you?,,,What could happen to you after seeing some beautiful clouds above you?,What could happen to you after you see some beautiful clouds above?,What could happen to you after seeing some beautiful clouds above?,What would happen to you if you spotted some beautiful clouds above you?,What could happen after seeing some beautiful clouds above you?,What can happen to you after seeing some beautiful clouds above you?
06524fe49811f96db1d6ad2d46877648,If someone is clinging on to life they can be in a what?,ending soon,ill,death,coma,void,D,"If someone is clinging to life, they can be in a what?","If someone is clinging to life, they can be in what?","If someone is clinging to life, they can be in what situation?","If someone is holding onto life, they can be in a What?",If someone is clinging to life they can be in a what?,If someone is holding onto the life they can be in a what situation?,If someone is clinging to the life they may be what about?,Someone can seize on life as what?,Is someone clinging to life they can be in in what?
599d1f8dbd147c06b31ae490af37698f,What continent  has a country with a historical wall?,asia,canada,africa,great outdoors,region,A,,,,What continent has a country with a historic wall?,,,On what continent is there a country with a historical wall?,What continent has a country with a historic wall?,What continent has a country with an historical wall?
c55ac591c2ba266acd6618016a0ba51b,"The person looked lustfully into his girlfriend's eyes, what did he want to do?",fight,thank god,sun himself,race against time,express love,E,,,,"The person looked lustfully in his girlfriend's eyes, what did he want to do?","The person looked lustily into his girlfriend's eyes, what did he want to do?","The person looked lustfully into the eyes of his girlfriend, what did he want to do?","The lustful lady looked into his girlfriends' eyes, what did he want to do?",Was he really wanted to do?,"Interested as he looked lustfully into his girlfriend's eyes, what did he wish to do?"
639c4396bdfe8b1c9f19451d3777fb2f,What do most people have five years after becoming a parent?,speak freely,school child,understand children,care for children,toddler,B,,,,What do most people have five years after becoming parent?,,,What most people have five years after becoming parent?,In what years do the majority of people continue their parenthood after five years?,What have most people five years after becoming a parent?
2a258ed37974c9226cbb32cfbf88d4f0,Where would you find a bee gathering pollen?,united states,sky,court,field of flowers,orchard,D,Wo would you find a bee gathering pollen?,Where would you find a bee collecting pollen?,Where would you find a bee pollen gathering?,Wo would you find a bee collecting pollen?,Wo would you find a bee gathering pollen?,Where would you find a bee collecting pollen?,Wo would you find a bee collecting pollen?,Where would you find a bee collection of pollen?,Who would gather the pollen of a bee?
92016ba74bdbd9b2f40a66da3195368f,The stud bull was brought in to breed with the prize winning what?,horse,cow,bullbleep,feeble,female,B,The stud bull was brought to breed with the prize winning what?,The bull was brought in to breed with the prize winning what?,The bull was brought to breed with the prize winning what?,The stud bull was brought in to breed what with the prize winnings?,The bull was brought in to breed with the prize winning what?,The stud bull was brought in to breed what with the prize winner?,What is the bull stud that was brought in to breed with the prize?,The bull scout was brought to breed with prize winning that?,A cow bull was brought in to the yard to race what prize got?
5b08133c8ce8c692ae67ab95d46e0b3e,Where might astronauts who miss a landing end up?,spaceship,suface of moon,space shuttle,at the,orbit,E,Where could astronauts who miss a landing end up?,Where would astronauts who miss a landing end up?,,Where could astronauts who missed a landing end up?,Where could astronauts end up who miss a landing?,Where would astronauts who miss a landing end up?,Where might astronauts drop off a landing?,An astronaut whose landing is missed?,Wo might astronauts with a flat surface find out?
3d6cdd1171b6a5a5128fc57229081864,"If someone committed perjury, but the evidence was taken illegally, what might happen?",mistrial,going to jail,tension,go to jail,aquittal,A,"What might happen if someone committed perjury, but the evidence was taken illegally?","What could happen if someone committed perjury, but the evidence was taken illegally?",What would happen if someone committed perjury but the evidence was taken illegally?,"What happen if someone commits perjury, but the evidence was taken illegally?",What could happen if someone committed perjury but the evidence was taken illegally?,What might happen if someone committed perjury but took evidence illegally?,What would happen if someone committed Perjury but evidence took illegally?,What will happen if someone committed perjury but was taken without consent by the evidence?,What might happen if someone is perjury but the evidence was taken illegally?
476bb43ff433eff75b8530d30610f493,Why would someone be unable to talk to other people after getting drunk?,pass out,slurred speach,forgetfulness,death,stumbling,A,Why would someone be unable to talk to other people after being drunk?,Warum would someone be unable to talk to other people after getting drunk?,Warum would someone be unable to talk to other people after being drunk?,Why would someone be unable to talk to others after drinking?,Pourquoi would someone be unable to talk to other people after getting drunk?,Why would someone be unable to talk to other people after being drunk?,"Besides, why would someone unable to speak after you have drunk?",Why would someone be unable to talk to others after getting drunk?,Because why would someone be unable to talk to other people after being drunk?
6d43354352903ac7ba5bfee738e32773,Where are you likely to find a comforter in many beds?,livingroom,outside,world,babies mouth,cedar chest,C,Wo are you likely to find a comforter in many beds?,,,"In many beds, where are you likely to find a comforter?",Wo are you likely to find a comforter in many beds?,Wo is likely to find a comforter in many beds?,Wo are you likely to find a comforter in many beds?,To what extent is likely that you will find a cosy item in many beds?,Where are you likely to find a comforter on many beds?
2dd1b38506ea1b7753415ec9ac822727,"If you slap a horse's butt while you're on it, it will gallop, If you do so when you're off of it, what will the horse do?",run quickly,drink water,go away,pull cart,gallup,C,"If you slap a horse's butt while you are on it, it will gallop. If you do so when you are off it, what will the horse do?","If you slap a horse's butt while on it, it will gallop. If you do so when you're off it, what will the horse do?","If you slap a horse's butt while on it, it will gallop. If you do this when you are off it, what will the horse do?","When you touch a horse's butt while you are on it, it will gallop; if you do that when you're off, what will the horse do?","If you slap on a horse's butt while you're on it, it will gallop. If you do this when you're off it, what will the horse do?","If you slap the butt of a horse while you're on it, it will gallop. If you do so when you are off of it, what will the horse do?","When you lap over a horse's breast while on it the Horse will gallop, When you actually take off to go off on it what will the horse do?","If you slap a horse's intestine while on it, it will larp in? If you slap as to not when off; what will the horse do?","When you go idling a horse's burt while you are on it it will galop round. If you do so when you are off it, what will the horse do?"
edaae8944bfc1a971d9353a73126f9d5,What does a real estate agent typically do when describing homes?,charming,cover up,exaggerate,incompetent,smile,C,,,,What does a real estate agent typically do when describing houses?,What does a real estate agent usually do when describing homes?,What typically does a real estate agent do when describing homes?,What typically does a real estate agent when he presents houses?,What does a real estate agent usually do when describing homes?,What does a real estate agent typically do when describing houses?
cda0bb0bfcd8215142d6ba47b1906fec,What would you be if you comfort friend?,cook,make tea,hurtful,friendly,hug,D,What would you be if you were a comforter friend?,What would you be if you were comforting friend?,What would you be if you were a friend of comfort?,What would you be if you would be a comfort friend?,What would be your comfort partner if you?,What would you be if you comfort a friend?,What would you be if you were a comfort friend?,What would you be if friend was comfort?,What would be your comfort if you were a friend?
92d610398e767c8db8d38b1df84f82b4,How does a bishop move from one place to another?,chess game,church,in a car,queen,cathedral,A,,,,How moves a bishop from one place to another?,How a bishop moves from one place to another?,,How moves a bishop from one place to another?,How does a bishop go from one place to another?,How does a bishop move from a place to another?
ac9099bdb2032b5ac552329f50474efb,Getting only a small taste might leave you what?,new realization,handicap,joy,ownership,wanting more,E,What if you get only a small taste?,A small taste might leave you what?,A small taste could leave you what?,How to get a small taste only may leave you what?,Getting only a small taste may leave you what?,What if you get only a small taste?,Getting only a small taste could leave you what?,Only a small taste can leave you what?,A small taste means that it might leave you on what?
0138d699ab2487da976b35b29b3de2c2,Where would you find a heel on apparel?,loaf of bread,foot,shoe,sock,boot,E,Wo would you find a heel on clothing?,Wo would you find a heel on apparel?,Where would you find a heel on clothing?,Where would you find a heel on clothing?,Where would you find a heel on your t-shirt?,Wo would find you a heel on apparel?,Where would you find a heel on clothing?,And where would you find a heel on apparel?,Wo would your heel sit on apparel?
