model,id,paraphrase_level,variants_correct,variants_total,para_majority_correct,gold_answer,orig_pred,orig_correct,taxonomy
mistral_7b,49833dc628a93ef69c645219987f49e7,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4984eaa94c80a6bdd49a13d2dd7b6ac3,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,4984eaa94c80a6bdd49a13d2dd7b6ac3,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,4984eaa94c80a6bdd49a13d2dd7b6ac3,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,4987b50b30b372c9fa63286ead445c66,light,1,1,True,A,A,True,Stable Correct
mistral_7b,4987b50b30b372c9fa63286ead445c66,medium,1,1,True,A,A,True,Stable Correct
mistral_7b,4987b50b30b372c9fa63286ead445c66,strong,2,3,True,A,A,True,Stable Correct
mistral_7b,499fbd7d07c7b53c747c95d15e091484,strong,2,3,True,C,C,True,Stable Correct
mistral_7b,49a7899cfe3550bca861f806628ee7eb,light,0,2,False,B,E,False,Stable Wrong
mistral_7b,49a7899cfe3550bca861f806628ee7eb,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,49a7899cfe3550bca861f806628ee7eb,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,49d39cf9fc3fab0cf8cd15ea78216cba,medium,1,1,True,E,E,True,Stable Correct
mistral_7b,49d39cf9fc3fab0cf8cd15ea78216cba,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4a0298777134fed241d28c414c9d4c59,light,0,2,False,B,C,False,Stable Wrong
mistral_7b,4a0298777134fed241d28c414c9d4c59,medium,0,3,False,B,C,False,Stable Wrong
mistral_7b,4a0298777134fed241d28c414c9d4c59,strong,0,3,False,B,C,False,Stable Wrong
mistral_7b,4a1881d3ce9a4262551f790e9785b8fe,light,0,1,False,C,E,False,Stable Wrong
mistral_7b,4a1881d3ce9a4262551f790e9785b8fe,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,4a1881d3ce9a4262551f790e9785b8fe,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,4a1d195b525d6f63f94923022fc93cd6,light,3,3,True,A,A,True,Stable Correct
mistral_7b,4a1d195b525d6f63f94923022fc93cd6,medium,2,3,True,A,A,True,Stable Correct
mistral_7b,4a1d195b525d6f63f94923022fc93cd6,strong,2,3,True,A,A,True,Stable Correct
mistral_7b,4a3cefff801f39bee4ef65320b0d4e08,light,3,3,True,C,C,True,Stable Correct
mistral_7b,4a3cefff801f39bee4ef65320b0d4e08,medium,2,3,True,C,C,True,Stable Correct
mistral_7b,4a3cefff801f39bee4ef65320b0d4e08,strong,2,3,True,C,C,True,Stable Correct
mistral_7b,4a463ca5b3485d87e256f287feb96128,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,4a463ca5b3485d87e256f287feb96128,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,4a463ca5b3485d87e256f287feb96128,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,4a4de5b5ef68561e9a431f75f99063ed,light,0,2,False,C,E,False,Stable Wrong
mistral_7b,4a4de5b5ef68561e9a431f75f99063ed,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,4a4de5b5ef68561e9a431f75f99063ed,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,4a6f5c81f505d31d5a47945a70c346bb,light,0,3,False,B,E,False,Stable Wrong
mistral_7b,4a6f5c81f505d31d5a47945a70c346bb,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,4a6f5c81f505d31d5a47945a70c346bb,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,4ab990735ec8410112f21a1bf1072300,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,4ab990735ec8410112f21a1bf1072300,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,4ab990735ec8410112f21a1bf1072300,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,4af505b05f7ebf0d26a8e8005b09d1a5,light,0,3,False,C,E,False,Stable Wrong
mistral_7b,4af505b05f7ebf0d26a8e8005b09d1a5,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,4af505b05f7ebf0d26a8e8005b09d1a5,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,4b01446dca77a9405bb606cc67d70625,light,2,2,True,E,E,True,Stable Correct
mistral_7b,4b01446dca77a9405bb606cc67d70625,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,4b01446dca77a9405bb606cc67d70625,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4b145d677d64ddef40757ffb95c7cdb1,light,0,2,False,B,E,False,Stable Wrong
mistral_7b,4b145d677d64ddef40757ffb95c7cdb1,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,4b145d677d64ddef40757ffb95c7cdb1,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,4b16c89d19e5a662c447ea4afb429eaf,light,3,3,True,E,E,True,Stable Correct
mistral_7b,4b16c89d19e5a662c447ea4afb429eaf,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,4b16c89d19e5a662c447ea4afb429eaf,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4b2205a4fa1f8aa686ceaffb9a890005,light,3,3,True,E,E,True,Stable Correct
mistral_7b,4b2205a4fa1f8aa686ceaffb9a890005,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,4b2205a4fa1f8aa686ceaffb9a890005,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4b26beac09a811e3aef490b64b360513,light,3,3,True,E,E,True,Stable Correct
mistral_7b,4b26beac09a811e3aef490b64b360513,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,4b26beac09a811e3aef490b64b360513,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4b26beac09a811e3aef490b64b360513_1,light,1,3,False,E,E,True,Brittle Failure
mistral_7b,4b26beac09a811e3aef490b64b360513_1,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,4b26beac09a811e3aef490b64b360513_1,strong,2,3,True,E,E,True,Stable Correct
mistral_7b,4bb532253eb9059580aada6f4108afc2,light,0,3,False,B,E,False,Stable Wrong
mistral_7b,4bb532253eb9059580aada6f4108afc2,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,4bb532253eb9059580aada6f4108afc2,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,4be27ecb52b5059718e599e6899161d3,medium,0,1,False,A,E,False,Stable Wrong
mistral_7b,4be27ecb52b5059718e599e6899161d3,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,4befa0cc1340dbeb72aeeeec9a48b467,medium,3,3,True,B,B,True,Stable Correct
mistral_7b,4befa0cc1340dbeb72aeeeec9a48b467,strong,3,3,True,B,B,True,Stable Correct
mistral_7b,4c03e6b7b6ae4b504ea0888b2902f395,light,0,1,False,C,D,False,Stable Wrong
mistral_7b,4c03e6b7b6ae4b504ea0888b2902f395,medium,0,3,False,C,D,False,Stable Wrong
mistral_7b,4c03e6b7b6ae4b504ea0888b2902f395,strong,0,3,False,C,D,False,Stable Wrong
mistral_7b,4c06a7456ca944ec9864f953fd5e9aec,light,0,3,False,B,A,False,Stable Wrong
mistral_7b,4c06a7456ca944ec9864f953fd5e9aec,medium,0,3,False,B,A,False,Stable Wrong
mistral_7b,4c06a7456ca944ec9864f953fd5e9aec,strong,0,3,False,B,A,False,Stable Wrong
mistral_7b,4c43337c9931cdfc0774f43f580b2757,medium,2,2,True,C,C,True,Stable Correct
mistral_7b,4c43337c9931cdfc0774f43f580b2757,strong,2,3,True,C,C,True,Stable Correct
mistral_7b,4c728b6f73895f1b053adcfad0bc5ea4,light,0,3,False,C,E,False,Stable Wrong
mistral_7b,4c728b6f73895f1b053adcfad0bc5ea4,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,4c728b6f73895f1b053adcfad0bc5ea4,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,4c7ea1b8ef14e979db54d04e45fe8b5f,light,3,3,True,C,C,True,Stable Correct
mistral_7b,4c7ea1b8ef14e979db54d04e45fe8b5f,medium,3,3,True,C,C,True,Stable Correct
mistral_7b,4c7ea1b8ef14e979db54d04e45fe8b5f,strong,3,3,True,C,C,True,Stable Correct
mistral_7b,4cc7d3382e04f13fde9e0146968d1955,light,1,1,True,A,A,True,Stable Correct
mistral_7b,4cc7d3382e04f13fde9e0146968d1955,medium,3,3,True,A,A,True,Stable Correct
mistral_7b,4cc7d3382e04f13fde9e0146968d1955,strong,3,3,True,A,A,True,Stable Correct
mistral_7b,4ce3c6b14a896a119a75a6097bb27d2c,light,1,1,True,A,A,True,Stable Correct
mistral_7b,4ce3c6b14a896a119a75a6097bb27d2c,medium,3,3,True,A,A,True,Stable Correct
mistral_7b,4ce3c6b14a896a119a75a6097bb27d2c,strong,1,3,False,A,A,True,Brittle Failure
mistral_7b,4cfd8cde494308c8398b5c098fab7513,light,0,2,False,B,E,False,Stable Wrong
mistral_7b,4cfd8cde494308c8398b5c098fab7513,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,4cfd8cde494308c8398b5c098fab7513,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,4d1c1d4532a47558a7b60f5df9b93ea1,light,1,1,True,E,E,True,Stable Correct
mistral_7b,4d1c1d4532a47558a7b60f5df9b93ea1,medium,2,2,True,E,E,True,Stable Correct
mistral_7b,4d1c1d4532a47558a7b60f5df9b93ea1,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4d1dacb057d61a7312f1ada6297b1dee,light,0,3,False,D,B,False,Stable Wrong
mistral_7b,4d1dacb057d61a7312f1ada6297b1dee,medium,0,3,False,D,B,False,Stable Wrong
mistral_7b,4d1dacb057d61a7312f1ada6297b1dee,strong,0,3,False,D,B,False,Stable Wrong
mistral_7b,4dbeeb50a01a3b5c9c76d1052c4b14ea,light,0,3,False,D,A,False,Stable Wrong
mistral_7b,4dbeeb50a01a3b5c9c76d1052c4b14ea,medium,0,3,False,D,A,False,Stable Wrong
mistral_7b,4dbeeb50a01a3b5c9c76d1052c4b14ea,strong,0,3,False,D,A,False,Stable Wrong
mistral_7b,4dc5adfe9f3d3d3de530f4fe67727975,light,0,3,False,B,E,False,Stable Wrong
mistral_7b,4dc5adfe9f3d3d3de530f4fe67727975,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,4dc5adfe9f3d3d3de530f4fe67727975,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,4de19cbe4488c72fc8b3871e1d906224,light,1,1,True,B,B,True,Stable Correct
mistral_7b,4de19cbe4488c72fc8b3871e1d906224,medium,2,3,True,B,B,True,Stable Correct
mistral_7b,4de19cbe4488c72fc8b3871e1d906224,strong,3,3,True,B,B,True,Stable Correct
mistral_7b,4de97d6ef4e0d6114a5bccba82977f68,medium,3,3,True,D,D,True,Stable Correct
mistral_7b,4de97d6ef4e0d6114a5bccba82977f68,strong,3,3,True,D,D,True,Stable Correct
mistral_7b,4df1af6d3f8619c5a21da07dff5af51a,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,4df1af6d3f8619c5a21da07dff5af51a,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,4df1af6d3f8619c5a21da07dff5af51a,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,4e0f8a343984edec0016560871022ee5,light,3,3,True,C,C,True,Stable Correct
mistral_7b,4e0f8a343984edec0016560871022ee5,medium,3,3,True,C,C,True,Stable Correct
mistral_7b,4e0f8a343984edec0016560871022ee5,strong,3,3,True,C,C,True,Stable Correct
mistral_7b,4e7ea0d84b763bc052e28e54fd53fe6e,light,0,2,False,C,E,False,Stable Wrong
mistral_7b,4e7ea0d84b763bc052e28e54fd53fe6e,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,4e7ea0d84b763bc052e28e54fd53fe6e,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,4e7fa5786679193e97509f4087eca433,light,0,1,False,C,E,False,Stable Wrong
mistral_7b,4e7fa5786679193e97509f4087eca433,medium,1,3,False,C,E,False,Stable Wrong
mistral_7b,4e7fa5786679193e97509f4087eca433,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,4eb66c10b493c5fdd4b979846e898f89,light,0,3,False,B,E,False,Stable Wrong
mistral_7b,4eb66c10b493c5fdd4b979846e898f89,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,4eb66c10b493c5fdd4b979846e898f89,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,4ec2136a93d093ab760695e0b200534e,light,1,1,True,E,E,True,Stable Correct
mistral_7b,4ec2136a93d093ab760695e0b200534e,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,4ec2136a93d093ab760695e0b200534e,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4f3629c0d9b333891817f76e2d5ac858,light,3,3,True,E,E,True,Stable Correct
mistral_7b,4f3629c0d9b333891817f76e2d5ac858,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,4f3629c0d9b333891817f76e2d5ac858,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,4f79dd4b1c99219c526e23e55f88ea19,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,4f79dd4b1c99219c526e23e55f88ea19,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,4f79dd4b1c99219c526e23e55f88ea19,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,4f9f30ee7073450cbbe534270655a6c4,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,4f9f30ee7073450cbbe534270655a6c4,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,4f9f30ee7073450cbbe534270655a6c4,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,4fae537d94cf7c62cbbf73acf8f1a99f,light,0,3,False,D,E,False,Stable Wrong
mistral_7b,4fae537d94cf7c62cbbf73acf8f1a99f,medium,0,3,False,D,E,False,Stable Wrong
mistral_7b,4fae537d94cf7c62cbbf73acf8f1a99f,strong,0,3,False,D,E,False,Stable Wrong
mistral_7b,4fd9700779dcb8f444fb7f6fcab4793a,light,0,3,False,E,C,False,Stable Wrong
mistral_7b,4fd9700779dcb8f444fb7f6fcab4793a,medium,0,3,False,E,C,False,Stable Wrong
mistral_7b,4fd9700779dcb8f444fb7f6fcab4793a,strong,0,3,False,E,C,False,Stable Wrong
mistral_7b,4ff0d656bf56716538ce381d99336a56,light,0,1,False,C,E,False,Stable Wrong
mistral_7b,4ff0d656bf56716538ce381d99336a56,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,4ff0d656bf56716538ce381d99336a56,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,5057e49e09bb3b03cc92027907a749ba,light,3,3,True,E,E,True,Stable Correct
mistral_7b,5057e49e09bb3b03cc92027907a749ba,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,5057e49e09bb3b03cc92027907a749ba,strong,1,3,False,E,E,True,Brittle Failure
mistral_7b,506c4da798d8b09d96a5847829c9656b,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,506c4da798d8b09d96a5847829c9656b,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,506c4da798d8b09d96a5847829c9656b,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,506c81d0019b0cbb668d9d90181ecc5f,light,0,2,False,A,E,False,Stable Wrong
mistral_7b,506c81d0019b0cbb668d9d90181ecc5f,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,506c81d0019b0cbb668d9d90181ecc5f,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,509e57318ccdf0e5d1f18c2bbc00b3fa,medium,0,1,False,D,E,False,Stable Wrong
mistral_7b,509e57318ccdf0e5d1f18c2bbc00b3fa,strong,0,3,False,D,E,False,Stable Wrong
mistral_7b,50a431401af19164fdf2f7dc9665203a,light,0,2,False,D,B,False,Stable Wrong
mistral_7b,50a431401af19164fdf2f7dc9665203a,medium,0,3,False,D,B,False,Stable Wrong
mistral_7b,50a431401af19164fdf2f7dc9665203a,strong,0,3,False,D,B,False,Stable Wrong
mistral_7b,50cd4faa741898949d8b57dd5d74bc8e,light,0,3,False,B,E,False,Stable Wrong
mistral_7b,50cd4faa741898949d8b57dd5d74bc8e,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,50cd4faa741898949d8b57dd5d74bc8e,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,50cd542525a9ddc255c8008d7181db7a,light,3,3,True,C,C,True,Stable Correct
mistral_7b,50cd542525a9ddc255c8008d7181db7a,medium,2,3,True,C,C,True,Stable Correct
mistral_7b,50cd542525a9ddc255c8008d7181db7a,strong,3,3,True,C,C,True,Stable Correct
mistral_7b,50dabad382ac02b6b79b2ef9ed7c43fd,light,3,3,True,C,C,True,Stable Correct
mistral_7b,50dabad382ac02b6b79b2ef9ed7c43fd,medium,2,3,True,C,C,True,Stable Correct
mistral_7b,50dabad382ac02b6b79b2ef9ed7c43fd,strong,2,3,True,C,C,True,Stable Correct
mistral_7b,5105601339a83c8f08359411c3af26fc_1,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,5105601339a83c8f08359411c3af26fc_1,strong,0,3,False,B,E,False,Stable Wrong
mistral_7b,51172914847d7a61b2715826e9e38655,light,0,3,False,D,E,False,Stable Wrong
mistral_7b,51172914847d7a61b2715826e9e38655,medium,0,3,False,D,E,False,Stable Wrong
mistral_7b,51172914847d7a61b2715826e9e38655,strong,0,3,False,D,E,False,Stable Wrong
mistral_7b,5129b7514b5527c6d2adf1b35021a952,strong,0,3,False,B,A,False,Stable Wrong
mistral_7b,515425a0996860a5d94f9af6f0a225ec,light,3,3,True,E,E,True,Stable Correct
mistral_7b,515425a0996860a5d94f9af6f0a225ec,medium,3,3,True,E,E,True,Stable Correct
mistral_7b,515425a0996860a5d94f9af6f0a225ec,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,515f3e189e0b24813ecbb606de9b715c,strong,1,3,False,B,B,True,Brittle Failure
mistral_7b,5178e79b8a2b5bb920baf524ef27e144,light,3,3,True,A,A,True,Stable Correct
mistral_7b,5178e79b8a2b5bb920baf524ef27e144,medium,3,3,True,A,A,True,Stable Correct
mistral_7b,5178e79b8a2b5bb920baf524ef27e144,strong,0,3,False,A,A,True,Brittle Failure
mistral_7b,517f9d923bdfbb1185951f34d6cb2d59,light,0,1,False,A,E,False,Stable Wrong
mistral_7b,517f9d923bdfbb1185951f34d6cb2d59,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,517f9d923bdfbb1185951f34d6cb2d59,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,5198f1ac4f753ed3e0acbe45c93fa48f,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,5198f1ac4f753ed3e0acbe45c93fa48f,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,5198f1ac4f753ed3e0acbe45c93fa48f,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,51ed595ba66a0d93d7b4f1fc1d507c01,light,2,2,True,E,E,True,Stable Correct
mistral_7b,51ed595ba66a0d93d7b4f1fc1d507c01,medium,2,2,True,E,E,True,Stable Correct
mistral_7b,51ed595ba66a0d93d7b4f1fc1d507c01,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,5202f74d1e40d0d8149d53404e4fab17,light,0,3,False,C,E,False,Stable Wrong
mistral_7b,5202f74d1e40d0d8149d53404e4fab17,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,5202f74d1e40d0d8149d53404e4fab17,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,5257990c8c24a546254eaf0ae697ef1d,light,2,3,True,B,E,False,Unstable but Recoverable
mistral_7b,5257990c8c24a546254eaf0ae697ef1d,medium,1,3,False,B,E,False,Stable Wrong
mistral_7b,5257990c8c24a546254eaf0ae697ef1d,strong,2,3,True,B,E,False,Unstable but Recoverable
mistral_7b,526162a599d6adb225830a036898cbdd,light,0,1,False,D,E,False,Stable Wrong
mistral_7b,526162a599d6adb225830a036898cbdd,medium,1,3,False,D,E,False,Stable Wrong
mistral_7b,526162a599d6adb225830a036898cbdd,strong,0,3,False,D,E,False,Stable Wrong
mistral_7b,5281d93d60f0211457be3fbe391b6953,light,0,2,False,D,E,False,Stable Wrong
mistral_7b,5281d93d60f0211457be3fbe391b6953,medium,0,3,False,D,E,False,Stable Wrong
mistral_7b,5281d93d60f0211457be3fbe391b6953,strong,0,3,False,D,E,False,Stable Wrong
mistral_7b,52a8debb7db31494ecfd9b6f61823166,light,0,2,False,C,E,False,Stable Wrong
mistral_7b,52a8debb7db31494ecfd9b6f61823166,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,52a8debb7db31494ecfd9b6f61823166,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,52ae1ab67be94a5f893fd84d3fd64120,light,0,3,False,C,E,False,Stable Wrong
mistral_7b,52ae1ab67be94a5f893fd84d3fd64120,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,52ae1ab67be94a5f893fd84d3fd64120,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,52cbc5edef2b14e075a60fdf2e044081,light,3,3,True,C,C,True,Stable Correct
mistral_7b,52cbc5edef2b14e075a60fdf2e044081,medium,3,3,True,C,C,True,Stable Correct
mistral_7b,52cbc5edef2b14e075a60fdf2e044081,strong,1,3,False,C,C,True,Brittle Failure
mistral_7b,531378098d8a83a42bd27103895b117c,light,3,3,True,A,A,True,Stable Correct
mistral_7b,531378098d8a83a42bd27103895b117c,medium,2,3,True,A,A,True,Stable Correct
mistral_7b,531378098d8a83a42bd27103895b117c,strong,2,3,True,A,A,True,Stable Correct
mistral_7b,531bd00e7b479628de07f9702a36865e,light,3,3,True,D,D,True,Stable Correct
mistral_7b,531bd00e7b479628de07f9702a36865e,medium,3,3,True,D,D,True,Stable Correct
mistral_7b,531bd00e7b479628de07f9702a36865e,strong,1,3,False,D,D,True,Brittle Failure
mistral_7b,531d225164c7ff45bdbd39c5a0cc451a,medium,0,3,False,B,C,False,Stable Wrong
mistral_7b,531d225164c7ff45bdbd39c5a0cc451a,strong,0,3,False,B,C,False,Stable Wrong
mistral_7b,533351d001f2efe04f3cfe5993480842,light,0,1,False,D,E,False,Stable Wrong
mistral_7b,533351d001f2efe04f3cfe5993480842,medium,0,3,False,D,E,False,Stable Wrong
mistral_7b,533351d001f2efe04f3cfe5993480842,strong,0,3,False,D,E,False,Stable Wrong
mistral_7b,534ad3bda294c7bcc756efd668efdf4e,light,2,2,True,B,B,True,Stable Correct
mistral_7b,534ad3bda294c7bcc756efd668efdf4e,medium,3,3,True,B,B,True,Stable Correct
mistral_7b,534ad3bda294c7bcc756efd668efdf4e,strong,1,3,False,B,B,True,Brittle Failure
mistral_7b,5383eb97935814f536050a3fcec2bf58,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,5383eb97935814f536050a3fcec2bf58,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,53ba19ad4b8e6bfad136f8efef1b3dd5,medium,1,1,True,C,C,True,Stable Correct
mistral_7b,53ba19ad4b8e6bfad136f8efef1b3dd5,strong,3,3,True,C,C,True,Stable Correct
mistral_7b,53db057803482a444d7dee7c7e2ce2ee,light,3,3,True,C,C,True,Stable Correct
mistral_7b,53db057803482a444d7dee7c7e2ce2ee,medium,2,3,True,C,C,True,Stable Correct
mistral_7b,53db057803482a444d7dee7c7e2ce2ee,strong,3,3,True,C,C,True,Stable Correct
mistral_7b,53f91e5d1c60d99c934f912caec72fbb,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,53f91e5d1c60d99c934f912caec72fbb,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,53f91e5d1c60d99c934f912caec72fbb,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,540a54d47f7d00afc03c992c3bab668d,light,1,1,True,E,E,True,Stable Correct
mistral_7b,540a54d47f7d00afc03c992c3bab668d,medium,1,1,True,E,E,True,Stable Correct
mistral_7b,540a54d47f7d00afc03c992c3bab668d,strong,3,3,True,E,E,True,Stable Correct
mistral_7b,54334a42279b99a75b92052d544e8969,light,3,3,True,A,A,True,Stable Correct
mistral_7b,54334a42279b99a75b92052d544e8969,medium,3,3,True,A,A,True,Stable Correct
mistral_7b,54334a42279b99a75b92052d544e8969,strong,3,3,True,A,A,True,Stable Correct
mistral_7b,5436dd6a018d436895aa56f733c1d57b,medium,3,3,True,C,C,True,Stable Correct
mistral_7b,5436dd6a018d436895aa56f733c1d57b,strong,2,3,True,C,C,True,Stable Correct
mistral_7b,54396ec90b0bec5d77d0ccd2b550cd42,light,3,3,True,B,B,True,Stable Correct
mistral_7b,54396ec90b0bec5d77d0ccd2b550cd42,medium,3,3,True,B,B,True,Stable Correct
mistral_7b,54396ec90b0bec5d77d0ccd2b550cd42,strong,3,3,True,B,B,True,Stable Correct
mistral_7b,5441914eeae49dcf91e4759722c4cce4,light,0,2,False,B,B,True,Brittle Failure
mistral_7b,5441914eeae49dcf91e4759722c4cce4,medium,0,3,False,B,B,True,Brittle Failure
mistral_7b,5441914eeae49dcf91e4759722c4cce4,strong,1,3,False,B,B,True,Brittle Failure
mistral_7b,54549f8b11a5ccd447bbd7e50b389ef3,light,0,1,False,B,A,False,Stable Wrong
mistral_7b,54549f8b11a5ccd447bbd7e50b389ef3,medium,2,3,True,B,A,False,Unstable but Recoverable
mistral_7b,54549f8b11a5ccd447bbd7e50b389ef3,strong,0,3,False,B,A,False,Stable Wrong
mistral_7b,54599943fd38d61c01d2d99032b68694,light,0,1,False,C,E,False,Stable Wrong
mistral_7b,54599943fd38d61c01d2d99032b68694,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,54599943fd38d61c01d2d99032b68694,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,545edc2d8191deaa444d915096985c71,light,2,3,True,B,A,False,Unstable but Recoverable
mistral_7b,545edc2d8191deaa444d915096985c71,medium,2,3,True,B,A,False,Unstable but Recoverable
mistral_7b,545edc2d8191deaa444d915096985c71,strong,1,3,False,B,A,False,Stable Wrong
mistral_7b,547b59bd29f90bdba406cccba0eedabf,light,1,3,False,A,A,True,Brittle Failure
mistral_7b,547b59bd29f90bdba406cccba0eedabf,medium,0,3,False,A,A,True,Brittle Failure
mistral_7b,547b59bd29f90bdba406cccba0eedabf,strong,1,3,False,A,A,True,Brittle Failure
mistral_7b,5483aa853aa126640a576fcaa7c62b28,light,1,1,True,A,A,True,Stable Correct
mistral_7b,5483aa853aa126640a576fcaa7c62b28,medium,3,3,True,A,A,True,Stable Correct
mistral_7b,5483aa853aa126640a576fcaa7c62b28,strong,3,3,True,A,A,True,Stable Correct
mistral_7b,549131a7642ca3a53182e0e87bd8add8,light,0,3,False,A,E,False,Stable Wrong
mistral_7b,549131a7642ca3a53182e0e87bd8add8,medium,0,3,False,A,E,False,Stable Wrong
mistral_7b,549131a7642ca3a53182e0e87bd8add8,strong,0,3,False,A,E,False,Stable Wrong
mistral_7b,549dd05a6564b1a3883ba04ba06eb2f3,light,1,2,False,A,A,True,Brittle Failure
mistral_7b,549dd05a6564b1a3883ba04ba06eb2f3,medium,3,3,True,A,A,True,Stable Correct
mistral_7b,549dd05a6564b1a3883ba04ba06eb2f3,strong,1,3,False,A,A,True,Brittle Failure
mistral_7b,54b2d9a2d356f565d54ff6511742bd68,light,0,3,False,C,E,False,Stable Wrong
mistral_7b,54b2d9a2d356f565d54ff6511742bd68,medium,0,3,False,C,E,False,Stable Wrong
mistral_7b,54b2d9a2d356f565d54ff6511742bd68,strong,0,3,False,C,E,False,Stable Wrong
mistral_7b,54d1f225057ac4404fbdbef9f6f17571,medium,0,3,False,B,E,False,Stable Wrong
mistral_7b,54d1f225057ac4404fbdbef9f6f17571,strong,0,3,False,B,E,False,Stable Wrong
