model,model_id,id,variant_name,paraphrase_level,question_text,gold_answer,raw_output,predicted_answer,correct,original_prediction,consistent_with_original
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,943b7c18980968b87929671e06867fca,light_1,light,What does a person do when they block someone in a driveway?,C,C. moving car,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ac2c282d785a31ad48bae5f8f07abba5,original,original,What is the final phase of a living being's life?,C,C. death,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ac2c282d785a31ad48bae5f8f07abba5,light_1,light,What is the last phase of a living being's life?,C,C. death,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ac2c282d785a31ad48bae5f8f07abba5,light_2,light,What is the final phase of life of a living being?,C,C. death,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,bfcb8e81109cc953bb733404a618dea9,original,original,"The man finished mowing his lawn and enjoyed a glass of lemonade on his porch, he took a sip and told himself that life was what?",A,E. important,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8bb4b6ace304aa9b812bd557423b4063,original,original,What is happening to a person found guilty of committing murder?,B,B. going to prison,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8bb4b6ace304aa9b812bd557423b4063,light_1,light,What happens to a person found guilty of murder?,B,B. going to prison,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8bb4b6ace304aa9b812bd557423b4063,light_2,light,What happens to a person found guilty of committing murder?,B,B. going to prison,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,8bb4b6ace304aa9b812bd557423b4063,light_3,light,What happens to a person found guilty of murdering?,B,B. going to prison,B,True,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,83ae16ea14d71fd3317f37910025532d,original,original,Where is likely the coziest plat to eat?,D,E. Eating,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,83ae16ea14d71fd3317f37910025532d,light_2,light,Where is likely to eat the coziest plat?,D,E. Eating,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,83ae16ea14d71fd3317f37910025532d,light_3,light,Where is the most cosier plate to eat?,D,E. Earing,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b1f0e6568395e4a2115cf2cc8193e494,original,original,Where could she go to find a big cat to see?,C,E. barn,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b1f0e6568395e4a2115cf2cc8193e494,light_1,light,Wo could she go to find a big cat to see?,C,E. barn,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,733d651671fac9bbbc27336b175c618c,original,original,"When I was driving, I saw a lot of emergency vehicles up ahead.  What might have happened?",A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,733d651671fac9bbbc27336b175c618c,light_1,light,"When I was driving, I saw a lot of emergency vehicles up ahead - what could have happened?",A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,40f14f796b4eafc0e01757657361a17a,original,original,"He admired the apple tree, he was relaxing in the smallest of the fifty where?",C,E. park,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,40f14f796b4eafc0e01757657361a17a,light_1,light,"He admired the apple tree, he was relaxing in the smallest of fifty where?",C,E. park,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,40f14f796b4eafc0e01757657361a17a,light_2,light,"He admired the apple tree, he was relaxing in the smallest of the fifty?",C,E. park,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,690b3d4cf174aa15c03cf9348ac1fbc5,original,original,"The question the teacher asked was profound, it made all the students stop and what?",E,E. think,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,690b3d4cf174aa15c03cf9348ac1fbc5,light_1,light,The question asked by the teacher was profound; it made all students stop and what?,E,E. think,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,690b3d4cf174aa15c03cf9348ac1fbc5,light_2,light,"The question the teacher asked was profound, it made all students stop and what?",E,E. think,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,690b3d4cf174aa15c03cf9348ac1fbc5,light_3,light,The question that the teacher asked was profound - it made all students stop and what?,E,E. think,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,65a260e7b8686c88b83c9bd32b45d974,original,original,"When people own restaurants, what are they doing?",E,E. selling food,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,65a260e7b8686c88b83c9bd32b45d974,light_1,light,What are people doing when they own restaurants?,E,E. selling food,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,65a260e7b8686c88b83c9bd32b45d974,light_2,light,What do people do when they own restaurants?,E,E. selling food,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,65a260e7b8686c88b83c9bd32b45d974,light_3,light,What are they doing when people own restaurants?,E,E. selling food,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f33ed9009584c47814f7dff67e72b32f,original,original,"The man immediately recognized his picture opposite the crossword section, what was he reading?",C,C. newspaper,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f33ed9009584c47814f7dff67e72b32f,light_1,light,"The man immediately recognized his picture against the crossword section, what was he reading?",C,C. newspaper,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,45bf78f9483e86477920d89dc5389383,original,original,Where could you find a laundry room that is only used by staff?,B,E. dorm,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b2b0848e735d540e30f29e54df7cb965,original,original,"Plenty of love, candy and a small dog always awaited them, so the children always loved visiting where?",C,C. grandmother's house,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b2b0848e735d540e30f29e54df7cb965,light_1,light,"They always awaited lots of love, candy and a small dog, so the children always loved visiting where?",C,E. trailer park,E,False,C,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b2b0848e735d540e30f29e54df7cb965,light_2,light,"They always awaited plenty of love, candy and a small dog, so the children always loved visiting where?",C,E. trailer park,E,False,C,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b2b0848e735d540e30f29e54df7cb965,light_3,light,"Plenty of love, candy and a small dog always awaited them so that the children always loved visiting where?",C,E. trailer park,E,False,C,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,844255795ce401efa7f598b24e3dd361,original,original,While you're at the store buy beer what happens to your wealth?,D,E. pleasure,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,844255795ce401efa7f598b24e3dd361,light_1,light,"While you're in the store, what happens to your wealth?",D,C. wealth increases,C,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,844255795ce401efa7f598b24e3dd361,light_2,light,What happens to your wealth while you're at the store?,D,C. wealth increases,C,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,844255795ce401efa7f598b24e3dd361,light_3,light,"While you're at the store, what happens to your wealth?",D,C. wealth increases,C,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4a3cefff801f39bee4ef65320b0d4e08,original,original,"Some people believe that giving assistance to those in need will remove their ability to assist themselves, building what?",C,C. dependence,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4a3cefff801f39bee4ef65320b0d4e08,light_1,light,"Some people believe that giving assistance to those in need will remove their ability to help themselves, building what?",C,C. dependence,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4a3cefff801f39bee4ef65320b0d4e08,light_2,light,"Some people believe that giving assistance to those in need will reduce their ability to assist themselves, building what?",C,C. dependence,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4a3cefff801f39bee4ef65320b0d4e08,light_3,light,"Some people believe that giving aid to those in need will remove their ability to assist themselves, building what?",C,C. dependence,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5a73dfc7b93f67508c447119c4b4a5dd,original,original,What is one horrible thing exercise can contribute to preventing?,D,A. heart problems,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5a73dfc7b93f67508c447119c4b4a5dd,light_1,light,What is one horrible thing that exercise can contribute to preventing?,D,A. heart problems,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5a73dfc7b93f67508c447119c4b4a5dd,light_2,light,What is one horrible thing that exercise can contribute to prevent?,D,A. heart problems,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5a73dfc7b93f67508c447119c4b4a5dd,light_3,light,What is a horrible thing exercise can contribute to preventing?,D,A.,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,732e35b06f900a4199a5787889a21327,original,original,"When you dont want something, you do what to it?",C,B. refuse,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,732e35b06f900a4199a5787889a21327,light_1,light,"When you dont want something, do you do what to it?",C,B. refuse,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,732e35b06f900a4199a5787889a21327,light_2,light,"When you dont want something, do what to it?",C,B. refuse,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,732e35b06f900a4199a5787889a21327,light_3,light,"When you dont want something, do you do what?",C,B. refuse,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,15c069a1a6bf8a938b775a5632421452,original,original,"When it came to sex the couple were very strict, they were going to what the wedding to do it?",C,E. love another,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,15c069a1a6bf8a938b775a5632421452,light_1,light,"When it came to sex the couple were very strict, they went to what the wedding to do it?",C,E. love another,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,15c069a1a6bf8a938b775a5632421452,light_2,light,"When it came to sex the couple were very strict, they were going to do what the wedding was?",C,E. love another,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,15c069a1a6bf8a938b775a5632421452,light_3,light,"When it came to sexuality the couple were very strict, they were going to what the wedding to do it?",C,E. love another,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b031535fa9650815c3d94331acaaa59b,original,original,If you're lighting a candle to see what are you in?,A,E. bedroom,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b031535fa9650815c3d94331acaaa59b,light_1,light,If you light a candle to see what are you in?,A,E. bedroom,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b031535fa9650815c3d94331acaaa59b,light_2,light,If you are lighting a candle to see what are you in?,A,E. bedroom,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b031535fa9650815c3d94331acaaa59b,light_3,light,If you are lighting a candle to see what is in you?,A,E. bedroom,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6f38fffb183b63bf27fd53df585f4b53,original,original,What could someone get into if he or she is becoming inebriated?,A,E. paralysis,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6f38fffb183b63bf27fd53df585f4b53,light_1,light,What could someone get into if he or she is inebriated?,A,E. paralysis,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6f38fffb183b63bf27fd53df585f4b53,light_2,light,What could happen to someone if he or she becomes inebriated?,A,E. paralysis,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6f38fffb183b63bf27fd53df585f4b53,light_3,light,What could happen to someone if he or she is intoxicated?,A,E. paralysis,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5198f1ac4f753ed3e0acbe45c93fa48f,original,original,What are you hoping will happen when talking?,A,E. getting to know people,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5198f1ac4f753ed3e0acbe45c93fa48f,light_1,light,What are you hoping will happen when you speak?,A,E. getting to know people,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5198f1ac4f753ed3e0acbe45c93fa48f,light_2,light,What do you hope will happen when you speak?,A,E. getting to know people,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,5198f1ac4f753ed3e0acbe45c93fa48f,light_3,light,What do you hope will happen when talking?,A,E. getting to know people,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,996f2c4543a0dc23cb98ee09ca808b6d,original,original,"Billy emptied his trash can into the big dumpster.  Housekeeping was supposed to do it, but it was easy for him, and this place was cheap.  Where is Billy?",C,A,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e0757e51db0f19aec1a3022f78df9a5e,original,original,Where do you need to use a fan?,A,E. sauna,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e0757e51db0f19aec1a3022f78df9a5e,light_1,light,Where do you need a fan to use?,A,E. sauna,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c8556529946a1efd29650e1760eb05a4,original,original,Sarah couldn't make the afternoon meeting and had to reschedule. She promised to .skip dinner and go to sleep earlier that night so that she could make it.  When might the meeting have been rescheduled to?,C,E. before lunch,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c8556529946a1efd29650e1760eb05a4,light_1,light,Sarah could not make the afternoon meeting and had to reschedule. She promised to skip dinner and go to sleep earlier that night so that she could make it. When the meeting could have been rescheduled?,C,E. before lunch,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c8556529946a1efd29650e1760eb05a4,light_2,light,Sarah could not make the afternoon meeting and had to reschedule it. She promised to skip dinner and go to sleep earlier that night so she could make it. When could the meeting have been rescheduled?,C,E. before lunch,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,c8556529946a1efd29650e1760eb05a4,light_3,light,"Sarah could not make the afternoon meeting and had to reschedule, she promised to skip dinner and go to sleep earlier that night so she could make it. When could the meeting be rescheduled?",C,E. before lunch,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d0f6be91ef071b5a5a4a9a84c5138446,original,original,What is the goal of a poor person having food?,C,D. survive,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d0f6be91ef071b5a5a4a9a84c5138446,light_1,light,What is the goal of having food for a poor person?,C,D. survive,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,d0f6be91ef071b5a5a4a9a84c5138446,light_2,light,What is the goal of having a poor person have food?,C,D. survive,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ef5a52a77a90de66ac876eafe5adf3ae,original,original,"Climbing is quite a talent, it requires the use of very particular whats?",E,E. muscles,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,ef5a52a77a90de66ac876eafe5adf3ae,light_1,light,"Climbing is quite a talent, it requires the use of very specific whats?",E,E. muscles,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,706dc0f5d962f0d3b4078ad9114c753e,original,original,"People needed to find a red telephone box in the country side, where are they looking?",B,E. london,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,706dc0f5d962f0d3b4078ad9114c753e,light_1,light,"People needed to find a red telephone box on the country side, where are they looking?",B,E. london,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,092186d1c99e2248e23182f65aebbd2c,original,original,A school is necessary for every one of these. What are they?,B,E. town,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,092186d1c99e2248e23182f65aebbd2c,light_1,light,"A school is necessary for each of these, what are they?",B,E. town,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,092186d1c99e2248e23182f65aebbd2c,light_2,light,"For each of these, a school is necessary - what are they?",B,E. town,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,092186d1c99e2248e23182f65aebbd2c,light_3,light,A school is necessary for each of them - what are they?,B,E. town,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b932b97619086f3f1a4f7e8a5e1037cf,original,original,People do what during their time off from work?,C,C. take trips,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b932b97619086f3f1a4f7e8a5e1037cf,light_1,light,What do people do during their time off from work?,C,C. take trips,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,b932b97619086f3f1a4f7e8a5e1037cf,light_2,light,What do people do during their time off work?,C,C. take trips,C,True,C,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,daf73edcf98f1ec78669a5ceb05c3d5a,original,original,"The sloth heard portuguese being spoken nearby and cowered, where was the sloth?",C,E. tropical rain forest,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,9a61433ad3ff8924dbd1a605f597fd2b,original,original,"James looked for koalas, but misunderstood and went to the wrong environment.  Where is it impossible to find koalas?",A,E. wilderness,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513_1,original,original,Where are hot dogs are a commonly sold item away from a grocery store?,E,E. sporting event,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513_1,light_1,light,Wo hot dogs are a commonly sold item from a grocery store?,E,A. park,A,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513_1,light_2,light,Wo are hot dogs a commonly sold item from a grocery store?,E,A.,A,False,E,False
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513_1,light_3,light,Where hot dogs are a commonly sold item from a grocery store?,E,E. sporting event,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f1eb6055fa8a1ec94fa6d710d9a6741b,original,original,Something that you need to have inside of you when opening a business is a lot of?,C,E. creativity,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f1eb6055fa8a1ec94fa6d710d9a6741b,light_1,light,A lot of something that you need to have inside of you when opening a business is?,C,E. creativity,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f1eb6055fa8a1ec94fa6d710d9a6741b,light_2,light,Something that you need to have inside you when opening a business is a lot of?,C,E. creativity,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f1eb6055fa8a1ec94fa6d710d9a6741b,light_3,light,Something you need to have inside of you when opening a business is a lot?,C,E. creativity,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7782150d427ffbc4111c071c8096e983,original,original,Billy found himself agreeing with Dan. They knew each other since childhood.  They didn't need what to make an agreement?,A,B. friendship,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7782150d427ffbc4111c071c8096e983,light_1,light,"Billy found himself agreeing with Dan, they knew each other since childhood, and they didn't need what to make an agreement?",A,B. friendship,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7782150d427ffbc4111c071c8096e983,light_2,light,"Billy found himself agreeing with Dan, since they knew each other since childhood, and they didn't need what to make an agreement?",A,B. friendship,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7782150d427ffbc4111c071c8096e983,light_3,light,"Billy found himself agreeing with Dan since childhood, they knew each other and didn't need what to make an agreement?",A,B. friendship,B,False,B,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e919d1028407e2f08b947645a14e759f,original,original,What is someone who enjoys to give assistance likely to do?,C,D. willing to help,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e919d1028407e2f08b947645a14e759f,light_1,light,What is likely to do someone who enjoys to give assistance?,C,D. willing to help,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,e919d1028407e2f08b947645a14e759f,light_2,light,What is a person who enjoys to give assistance likely to do?,C,D. willing to help,D,False,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6b1c5bdefc30c08d6e77636eb9ee155d,original,original,Joe wanted to know the truth because he was an academic and south to learn as much as possible.  He would do anything in pursuit of what?,C,E. finding the way,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6b1c5bdefc30c08d6e77636eb9ee155d,light_1,light,Joe wanted to know the truth because he was an academic and to learn as much as possible. He would do anything in pursuit of what?,C,E. finding the way,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6b1c5bdefc30c08d6e77636eb9ee155d,light_2,light,Joe wanted to know the truth because he was an academic and wanted to learn as much as possible. He would do anything in pursuit of what?,C,E. finding the way,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,6b1c5bdefc30c08d6e77636eb9ee155d,light_3,light,"Joe wanted to know the truth because he was an academic and wanted to learn as much as possible, and would do anything in pursuit of what?",C,E. finding the way,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,411c9752c263d774d001464b711cd9d8,original,original,What is it called when a plant opens up in the sunlight?,B,A. photosynthesis,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,411c9752c263d774d001464b711cd9d8,light_1,light,What is called when a plant opens in the sunlight?,B,A. photosynthesis,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,411c9752c263d774d001464b711cd9d8,light_2,light,What is it called when a plant opens in the sunlight?,B,A. photosynthesis,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,411c9752c263d774d001464b711cd9d8,light_3,light,What is called when a plant opens up in the sunlight?,B,A. photosynthesis,A,False,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,56e7b6709fd4145b9490612ba002a2f8,original,original,"The mother tried to call the babysitter, but the babysitter panicked and did what?",C,E. respond,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f4e9acf09aad9f887754cab21b2e194,original,original,"He looked up for a certain star, it was the one that helped him spot the rest of the what?",D,D. constellation,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f4e9acf09aad9f887754cab21b2e194,light_1,light,"He looked up for a certain star, it was the one that helped him spot the rest of what?",D,D. constellation,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f4e9acf09aad9f887754cab21b2e194,light_2,light,"He looked up for a certain star, it was the one that helped him to spot the rest of what?",D,D. constellation,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7f4e9acf09aad9f887754cab21b2e194,light_3,light,"He looked for a certain star, it was the one that helped him spot the rest of what?",D,D. constellation,D,True,D,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7c4fe7be02f07568ecd0abd1efb37e11,original,original,Sally is a customer at a restaurant.  She got a table early.  What might she have done after being seated?,A,A,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7c4fe7be02f07568ecd0abd1efb37e11,light_1,light,Sally is a customer at a restaurant and got a table early. What could she have done after being seated?,A,A,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7c4fe7be02f07568ecd0abd1efb37e11,light_2,light,"Sally is a customer in a restaurant and got a table early, what could she have done after being seated?",A,A,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7c4fe7be02f07568ecd0abd1efb37e11,light_3,light,Sally is a customer at a restaurant and has a table early. What would she have done after being seated?,A,A.,A,True,A,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,055231afda84c173569ff3994ae9f768,original,original,Balthazar is a popular french restaurant located where?,B,E. montreal,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,055231afda84c173569ff3994ae9f768,light_1,light,Balthazar is a popular French restaurant where?,B,E. montreal,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513,original,original,"The hot dogs were selling fast at intermission, where were they being sold?",E,E. sporting event,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513,light_1,light,"The hot dogs were selling quickly at intermission, where were they sold?",E,E. sporting event,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513,light_2,light,"The hot dogs were selling fast at the intermission, where were they sold?",E,E. sporting event,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,4b26beac09a811e3aef490b64b360513,light_3,light,"The hot dogs were selling fast at intermission, where were they sold?",E,E. sporting event,E,True,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,77b14f81f894b1312d2dc6cd3db17392,original,original,"Bob wants to talk, but he's surrounded by gnats and he thinks they're gross.   No one can hear him because refuses to do what?",B,E. make sound,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,77b14f81f894b1312d2dc6cd3db17392,light_1,light,Bob wants to talk but he's surrounded by gnats and he thinks they're gross and no one can hear him because he refuses to do what?,B,E. make sound,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,77b14f81f894b1312d2dc6cd3db17392,light_2,light,Bob wants to talk but he is surrounded by gnats and he thinks that they are gross. No one can hear him because he refuses to do what?,B,E. make sound,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,77b14f81f894b1312d2dc6cd3db17392,light_3,light,Bob wants to talk but he is surrounded by gnats and thinks they are gross and no one can hear him because he refuses to do what?,B,E. make sound,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7428b0c780428d64116d060520b9fa0c,original,original,"Sure you could get a drink absolutely anywhere, but he found he lost less money if he was just at the bar where?",D,E. new york city,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7428b0c780428d64116d060520b9fa0c,light_1,light,"Sure you could get a drink absolutely anywhere, but he found he lost less money if he was just in the bar where?",D,E. new york city,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7428b0c780428d64116d060520b9fa0c,light_2,light,"Sure, you could get a drink absolutely anywhere, but he found he lost less money if he was only at the bar where?",D,E. new york city,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7428b0c780428d64116d060520b9fa0c,light_3,light,"Sure, you could get a drink absolutely anywhere, but he found that he lost less money if he was just at the bar where?",D,E. new york city,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7fcf4cbd9370cfc3f390e8720c08b05f,original,original,"John suffered from mental illness, but he was in good hands.  He would have to be on drugs for the rest of his life, but they allowed it to be what?",D,E. managed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7fcf4cbd9370cfc3f390e8720c08b05f,light_1,light,"John suffered from mental illness, but he was in good hands, and would have to be on drugs for the rest of his life, but they allowed it to be what?",D,E. managed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7fcf4cbd9370cfc3f390e8720c08b05f,light_2,light,"John suffered from mental illness, but he was in good hands, he would be on drugs for the rest of his life, but they allowed it to be what?",D,E. managed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,7fcf4cbd9370cfc3f390e8720c08b05f,light_3,light,"John suffered from mental illness, but he was in good hands, and would be on drugs for the rest of his life, but they allowed it to be what?",D,E. managed,E,False,E,True
mistral_7b,mistralai/Mistral-7B-Instruct-v0.1,f427a5b013c4190b708a25a9594264a1,original,original,What would you need after recording somethign and then having it transcribed?,A,E. tape,E,False,E,True
